,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Nice,Jordan Lotomba,SUI,DF,25-152,1998,13.5,0,9,1,11.1,0.67,0.07,0.0,0.0,15.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6
FRA-Ligue 1,2324,Nice,Khéphren Thuram,FRA,MF,22-339,2001,14.1,0,25,8,32.0,1.78,0.57,0.0,0.0,19.5,0,0,0,1.7,1.7,0.07,-1.7,-1.7
FRA-Ligue 1,2324,Nice,Marcin Bułka,POL,GK,24-147,1999,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Nice,Melvin Bard,FRA,DF,23-114,2000,21.6,0,6,0,0.0,0.28,0.0,0.0,,26.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2324,Nice,Mohamed Ali Cho,FRA,FW,20-040,2004,3.2,0,9,1,11.1,2.82,0.31,0.0,0.0,20.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
FRA-Ligue 1,2324,Nice,Morgan Sanson,FRA,MF,29-194,1994,17.9,0,29,5,17.2,1.62,0.28,0.0,0.0,20.7,1,0,0,1.9,1.9,0.07,-1.9,-1.9
FRA-Ligue 1,2324,Nice,Pablo Rosario,NED,"DF,MF",27-052,1997,13.0,0,14,2,14.3,1.08,0.15,0.0,0.0,12.3,0,0,0,1.1,1.1,0.08,-1.1,-1.1
FRA-Ligue 1,2324,Nice,Reda Belahyane,FRA,MF,19-272,2004,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Nice,Romain Perraud,FRA,"DF,FW",26-159,1997,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Nice,Sofiane Diop,FRA,FW,23-264,2000,5.5,0,14,6,42.9,2.53,1.08,0.0,0.0,20.7,2,0,0,1.2,1.2,0.09,-1.2,-1.2
FRA-Ligue 1,2324,Nice,Terem Moffi,NGA,FW,24-279,1999,13.7,6,34,15,44.1,2.47,1.09,0.15,0.33,15.1,0,1,1,5.8,5.0,0.15,0.2,0.0
FRA-Ligue 1,2324,Nice,Tom Louchet,FRA,"FW,MF",20-300,2003,1.7,1,2,1,50.0,1.18,0.59,0.5,1.0,11.4,0,0,0,1.0,1.0,0.51,0.0,0.0
FRA-Ligue 1,2324,Nice,Valentin Rosier,FRA,"DF,MF",27-193,1996,0.6,0,1,0,0.0,1.7,0.0,0.0,,23.3,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,2324,Nice,Youcef Atal,ALG,DF,27-287,1996,4.0,1,4,1,25.0,1.0,0.25,0.25,1.0,22.6,0,0,0,0.1,0.1,0.03,0.9,0.9
FRA-Ligue 1,2324,Nice,Youssouf Ndayishimiye,BDI,"MF,DF",25-124,1998,18.0,0,14,3,21.4,0.78,0.17,0.0,0.0,16.0,0,0,0,1.2,1.2,0.08,-1.2,-1.2
FRA-Ligue 1,2324,Paris S-G,Achraf Hakimi,MAR,DF,25-116,1998,14.6,3,30,9,30.0,2.05,0.62,0.1,0.33,20.4,7,0,0,2.8,2.8,0.09,0.2,0.2
FRA-Ligue 1,2324,Paris S-G,Arnau Tenas,ESP,GK,22-274,2001,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Paris S-G,Bradley Barcola,FRA,"FW,MF",21-179,2002,10.3,2,16,5,31.3,1.56,0.49,0.13,0.4,14.3,0,0,0,2.6,2.6,0.16,-0.6,-0.6
FRA-Ligue 1,2324,Paris S-G,Carlos Soler,ESP,"DF,MF",27-057,1997,6.8,1,7,3,42.9,1.03,0.44,0.14,0.33,12.9,0,0,0,0.8,0.8,0.11,0.2,0.2
FRA-Ligue 1,2324,Paris S-G,Cher Ndour,ITA,MF,19-216,2004,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Paris S-G,Danilo Pereira,POR,DF,32-172,1991,14.4,0,5,1,20.0,0.35,0.07,0.0,0.0,8.1,0,0,0,0.8,0.8,0.17,-0.8,-0.8
FRA-Ligue 1,2324,Paris S-G,Ethan Mbappé,FRA,MF,17-061,2006,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Paris S-G,Fabián Ruiz Peña,ESP,MF,27-331,1996,10.7,1,15,6,40.0,1.41,0.56,0.07,0.17,22.2,0,0,0,1.7,1.7,0.11,-0.7,-0.7
FRA-Ligue 1,2324,Paris S-G,Gianluigi Donnarumma,ITA,GK,25-003,1999,19.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Paris S-G,Gonçalo Ramos,POR,FW,22-253,2001,9.2,5,27,9,33.3,2.93,0.98,0.15,0.44,13.8,0,1,1,5.6,4.9,0.18,-0.6,-0.9
FRA-Ligue 1,2324,Paris S-G,Hugo Ekitike,FRA,FW,21-253,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Paris S-G,Keylor Navas,CRC,GK,37-075,1986,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Paris S-G,Kylian Mbappé,FRA,FW,25-070,1998,18.8,21,91,38,41.8,4.84,2.02,0.16,0.39,18.4,2,6,8,18.5,12.0,0.13,2.5,3.0
FRA-Ligue 1,2324,Paris S-G,Layvin Kurzawa,FRA,DF,31-177,1992,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Paris S-G,Lee Kang-in,KOR,"MF,FW",23-009,2001,9.9,1,14,4,28.6,1.41,0.4,0.07,0.25,19.0,0,0,0,0.7,0.7,0.05,0.3,0.3
FRA-Ligue 1,2324,Paris S-G,Lucas Beraldo,BRA,DF,20-096,2003,4.2,0,1,0,0.0,0.24,0.0,0.0,,13.3,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2324,Paris S-G,Lucas Hernández,FRA,DF,28-014,1996,17.4,1,6,2,33.3,0.35,0.12,0.17,0.5,18.2,0,0,0,0.5,0.5,0.08,0.5,0.5
FRA-Ligue 1,2324,Paris S-G,Manuel Ugarte Ribeiro,URU,MF,22-323,2001,14.8,0,6,1,16.7,0.4,0.07,0.0,0.0,22.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
FRA-Ligue 1,2324,Paris S-G,Marco Asensio,ESP,"FW,MF",28-038,1996,7.1,4,16,8,50.0,2.26,1.13,0.25,0.5,19.8,1,0,0,2.4,2.4,0.15,1.6,1.6
FRA-Ligue 1,2324,Paris S-G,Marquinhos,BRA,DF,29-290,1994,14.4,0,3,0,0.0,0.21,0.0,0.0,,5.8,0,0,0,0.4,0.4,0.13,-0.4,-0.4
FRA-Ligue 1,2324,Paris S-G,Milan Škriniar,SVK,DF,29-017,1995,13.4,0,3,1,33.3,0.22,0.07,0.0,0.0,9.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
FRA-Ligue 1,2324,Paris S-G,Nordi Mukiele,FRA,DF,26-119,1997,5.2,0,3,1,33.3,0.58,0.19,0.0,0.0,15.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2324,Paris S-G,Nuno Mendes,POR,DF,21-254,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Paris S-G,Ousmane Dembélé,FRA,"MF,FW",26-289,1997,13.6,1,34,11,32.4,2.49,0.81,0.03,0.09,16.7,0,0,0,3.2,3.2,0.09,-2.2,-2.2
FRA-Ligue 1,2324,Paris S-G,Randal Kolo Muani,FRA,"FW,MF",25-085,1998,9.1,6,14,8,57.1,1.54,0.88,0.43,0.75,10.2,0,0,0,4.6,4.6,0.33,1.4,1.4
FRA-Ligue 1,2324,Paris S-G,Vitinha,POR,MF,24-015,2000,17.6,5,31,13,41.9,1.76,0.74,0.16,0.38,20.9,1,0,0,2.2,2.2,0.07,2.8,2.8
FRA-Ligue 1,2324,Paris S-G,Warren Zaire-Emery,FRA,"MF,DF",17-357,2006,16.8,2,10,4,40.0,0.6,0.24,0.2,0.5,18.8,0,0,0,1.0,1.0,0.1,1.0,1.0
FRA-Ligue 1,2324,Reims,Adama Bojang,GAM,FW,19-276,2004,0.4,0,2,1,50.0,4.62,2.31,0.0,0.0,22.9,0,0,0,0.6,0.6,0.3,-0.6,-0.6
FRA-Ligue 1,2324,Reims,Amadou Koné,MLI,MF,18-290,2005,1.9,0,2,1,50.0,1.07,0.54,0.0,0.0,21.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
FRA-Ligue 1,2324,Reims,Amine Salama,FRA,FW,23-225,2000,3.5,0,6,1,16.7,1.73,0.29,0.0,0.0,13.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7
FRA-Ligue 1,2324,Reims,Amir Richardson,MAR,MF,22-035,2002,10.2,3,14,7,50.0,1.37,0.69,0.21,0.43,17.2,0,0,0,1.5,1.5,0.11,1.5,1.5
FRA-Ligue 1,2324,Reims,Azor Matusiwa,NED,MF,25-306,1998,15.4,1,12,2,16.7,0.78,0.13,0.08,0.5,21.1,0,0,0,0.7,0.7,0.05,0.3,0.3
FRA-Ligue 1,2324,Reims,Benjamin Stambouli,FRA,MF,33-199,1990,1.7,0,1,0,0.0,0.6,0.0,0.0,,29.3,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2324,Reims,Emmanuel Agbadou,CIV,DF,26-256,1997,17.8,0,22,3,13.6,1.23,0.17,0.0,0.0,16.0,0,0,0,1.5,1.5,0.07,-1.5,-1.5
FRA-Ligue 1,2324,Reims,Ibrahim Diakité,GUI,DF,20-120,2003,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Reims,Joseph Okumu,KEN,DF,26-278,1997,17.1,0,8,1,12.5,0.47,0.06,0.0,0.0,12.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7
FRA-Ligue 1,2324,Reims,Josh Wilson-Esbrand,ENG,"DF,MF",21-064,2002,5.1,1,4,1,25.0,0.78,0.2,0.25,1.0,20.0,0,0,0,0.1,0.1,0.04,0.9,0.9
FRA-Ligue 1,2324,Reims,Junya Ito,JPN,"FW,MF",30-356,1993,19.8,2,36,11,30.6,1.82,0.56,0.06,0.18,16.3,1,0,0,3.7,3.7,0.1,-1.7,-1.7
FRA-Ligue 1,2324,Reims,Keito Nakamura,JPN,FW,23-215,2000,9.1,2,25,7,28.0,2.74,0.77,0.08,0.29,17.1,0,0,0,2.2,2.2,0.09,-0.2,-0.2
FRA-Ligue 1,2324,Reims,Mamadou Diakhon,FRA,FW,18-159,2005,1.6,0,1,1,100.0,0.63,0.63,0.0,0.0,20.3,0,0,0,0.0,0.0,0.01,0.0,0.0
FRA-Ligue 1,2324,Reims,Marshall Munetsi,ZIM,"MF,FW",27-251,1996,14.4,2,28,9,32.1,1.94,0.62,0.07,0.22,12.6,0,0,0,4.3,4.3,0.17,-2.3,-2.3
FRA-Ligue 1,2324,Reims,Maxime Busi,BEL,"FW,DF",24-137,1999,1.3,0,1,0,0.0,0.76,0.0,0.0,,16.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2
FRA-Ligue 1,2324,Reims,Mohammed Daramy,DEN,FW,22-052,2002,15.5,4,27,8,29.6,1.74,0.52,0.11,0.38,13.7,0,1,1,4.5,3.7,0.14,-0.5,-0.7
FRA-Ligue 1,2324,Reims,Oumar Diakité,CIV,FW,20-070,2003,8.4,3,20,6,30.0,2.39,0.72,0.15,0.5,14.9,0,0,1,4.5,3.7,0.18,-1.5,-0.7
FRA-Ligue 1,2324,Reims,Reda Khadra,GER,"FW,MF",22-239,2001,8.2,1,12,7,58.3,1.47,0.86,0.08,0.14,18.2,0,0,0,1.3,1.3,0.11,-0.3,-0.3
FRA-Ligue 1,2324,Reims,Sergio Akieme,ESP,DF,26-074,1997,2.3,1,3,1,33.3,1.3,0.43,0.33,1.0,13.0,0,0,0,1.0,1.0,0.33,0.0,0.0
FRA-Ligue 1,2324,Reims,Teddy Teuma,MLT,MF,30-151,1993,18.2,6,37,13,35.1,2.03,0.71,0.14,0.38,22.7,6,1,1,2.8,2.0,0.05,3.2,3.0
FRA-Ligue 1,2324,Reims,Therence Koudou,FRA,"DF,MF",19-077,2004,1.0,0,1,0,0.0,0.99,0.0,0.0,,32.4,0,0,0,0.0,0.0,0.01,0.0,0.0
FRA-Ligue 1,2324,Reims,Thibault De Smet,BEL,"DF,FW",25-268,1998,16.1,0,3,0,0.0,0.19,0.0,0.0,,17.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2
FRA-Ligue 1,2324,Reims,Thomas Foket,BEL,DF,29-156,1994,17.0,0,2,0,0.0,0.12,0.0,0.0,,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,2324,Reims,Valentin Atangana Edoa,FRA,MF,18-187,2005,2.4,0,4,1,25.0,1.65,0.41,0.0,0.0,23.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,2324,Reims,Yaya Kader Fofana,MLI,"MF,DF",19-261,2004,0.2,0,3,1,33.3,15.0,5.0,0.0,0.0,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2324,Reims,Yehvann Diouf,FRA,GK,24-104,1999,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Reims,Yunis Abdelhamid,MAR,DF,36-153,1987,19.9,3,16,7,43.8,0.8,0.35,0.19,0.43,13.7,0,0,0,2.2,2.2,0.14,0.8,0.8
FRA-Ligue 1,2324,Rennes,Adrien Truffert,FRA,DF,22-100,2001,16.6,1,15,4,26.7,0.91,0.24,0.07,0.25,20.3,0,0,0,1.4,1.4,0.1,-0.4,-0.4
FRA-Ligue 1,2324,Rennes,Alidu Seidu,GHA,DF,23-269,2000,2.2,0,1,0,0.0,0.45,0.0,0.0,,30.3,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2324,Rennes,Amine Gouiri,ALG,"FW,MF",24-012,2000,15.8,4,52,18,34.6,3.3,1.14,0.08,0.22,14.2,0,0,0,4.5,4.5,0.09,-0.5,-0.5
FRA-Ligue 1,2324,Rennes,Arnaud Kalimuendo,FRA,FW,22-039,2002,14.8,5,32,11,34.4,2.17,0.74,0.09,0.27,15.3,0,2,2,5.7,4.1,0.13,-0.7,-1.1
FRA-Ligue 1,2324,Rennes,Arthur Theate,BEL,DF,23-279,2000,18.4,1,18,4,22.2,0.98,0.22,0.06,0.25,17.4,1,0,0,1.8,1.8,0.1,-0.8,-0.8
FRA-Ligue 1,2324,Rennes,Azor Matusiwa,NED,MF,25-306,1998,2.4,0,1,0,0.0,0.41,0.0,0.0,,23.4,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2324,Rennes,Baptiste Santamaria,FRA,MF,28-356,1995,14.3,0,19,8,42.1,1.33,0.56,0.0,0.0,23.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3
FRA-Ligue 1,2324,Rennes,Benjamin Bourigeaud,FRA,"MF,DF",30-045,1994,17.8,6,25,7,28.0,1.4,0.39,0.08,0.29,21.3,8,4,4,5.8,2.7,0.11,0.2,-0.7
FRA-Ligue 1,2324,Rennes,Bertuğ Özgür Yıldırım,TUR,FW,21-231,2002,3.9,0,3,0,0.0,0.78,0.0,0.0,,11.8,0,0,0,0.4,0.4,0.14,-0.4,-0.4
FRA-Ligue 1,2324,Rennes,Birger Meling,NOR,DF,29-073,1994,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,12.2,0,0,0,0.2,0.2,0.15,-0.2,-0.2
FRA-Ligue 1,2324,Rennes,Christopher Wooh,CMR,DF,22-163,2001,7.1,1,3,2,66.7,0.42,0.28,0.33,0.5,6.7,0,0,0,1.1,1.1,0.36,-0.1,-0.1
FRA-Ligue 1,2324,Rennes,Djaoui Cissé,FRA,MF,20-028,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Rennes,Désiré Doué,FRA,"MF,FW",18-270,2005,9.4,3,19,6,31.6,2.01,0.64,0.16,0.5,19.2,0,0,0,1.3,1.3,0.07,1.7,1.7
FRA-Ligue 1,2324,Rennes,Enzo Le Fée,FRA,MF,24-025,2000,13.9,0,9,0,0.0,0.65,0.0,0.0,,23.4,2,0,0,0.4,0.4,0.05,-0.4,-0.4
FRA-Ligue 1,2324,Rennes,Fabian Rieder,SUI,MF,22-012,2002,2.8,0,2,1,50.0,0.71,0.35,0.0,0.0,21.5,1,0,0,0.2,0.2,0.09,-0.2,-0.2
FRA-Ligue 1,2324,Rennes,Guela Doué,FRA,DF,21-134,2002,7.0,0,9,1,11.1,1.29,0.14,0.0,0.0,22.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3
FRA-Ligue 1,2324,Rennes,Ibrahim Salah,MAR,"FW,MF",22-182,2001,4.9,3,16,8,50.0,3.25,1.63,0.19,0.38,16.0,0,0,0,2.7,2.7,0.17,0.3,0.3
FRA-Ligue 1,2324,Rennes,Jeanuël Belocian,FRA,DF,19-011,2005,12.7,0,1,0,0.0,0.08,0.0,0.0,,4.5,0,0,0,0.5,0.5,0.46,-0.5,-0.5
FRA-Ligue 1,2324,Rennes,Jeremy Doku,BEL,FW,21-277,2002,1.2,1,6,4,66.7,4.86,3.24,0.17,0.25,13.6,0,0,0,0.6,0.6,0.1,0.4,0.4
FRA-Ligue 1,2324,Rennes,Jérémy Jacquet,FRA,MF,18-230,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Rennes,Lorenz Assignon,TOG,DF,23-251,2000,11.2,1,11,4,36.4,0.98,0.36,0.09,0.25,22.9,0,0,0,0.4,0.4,0.04,0.6,0.6
FRA-Ligue 1,2324,Rennes,Lovro Majer,CRO,MF,26-042,1998,0.2,0,1,0,0.0,5.63,0.0,0.0,,22.0,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2324,Rennes,Ludovic Blas,FRA,"FW,MF",26-059,1997,12.9,3,32,12,37.5,2.48,0.93,0.06,0.17,19.5,0,1,2,3.7,2.1,0.07,-0.7,-0.1
FRA-Ligue 1,2324,Rennes,Mahamadou Nagida,CMR,DF,18-245,2005,1.2,0,3,2,66.7,2.55,1.7,0.0,0.0,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,2324,Rennes,Martin Terrier,FRA,"FW,MF",26-361,1997,10.0,5,22,9,40.9,2.2,0.9,0.23,0.56,12.0,0,0,0,3.3,3.3,0.15,1.7,1.7
FRA-Ligue 1,2324,Rennes,Mathis Lambourde,FRA,FW,18-050,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Rennes,Nemanja Matić,SRB,MF,35-211,1988,11.4,0,5,1,20.0,0.44,0.09,0.0,0.0,30.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
FRA-Ligue 1,2324,Rennes,Steve Mandanda,FRA,GK,38-337,1985,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Rennes,Warmed Omari,FRA,DF,23-311,2000,16.1,1,3,1,33.3,0.19,0.06,0.33,1.0,8.3,0,0,0,0.6,0.6,0.19,0.4,0.4
FRA-Ligue 1,2324,Strasbourg,Abakar Sylla,CIV,DF,21-065,2002,13.6,1,9,4,44.4,0.66,0.29,0.11,0.25,16.3,0,0,0,1.0,1.0,0.11,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Alaa Bellaarouch,MAR,GK,22-058,2002,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Andrey Santos,BRA,MF,19-301,2004,0.4,0,1,0,0.0,2.57,0.0,0.0,,23.5,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Dilane Bakwa,FRA,"FW,MF",21-186,2002,15.1,2,30,11,36.7,1.99,0.73,0.07,0.18,19.8,2,0,0,2.1,2.1,0.07,-0.1,-0.1
FRA-Ligue 1,2324,Strasbourg,Dion Moise Sahi,CIV,"MF,FW",22-070,2001,5.5,2,19,6,31.6,3.47,1.1,0.11,0.33,14.4,0,0,0,3.6,3.6,0.19,-1.6,-1.6
FRA-Ligue 1,2324,Strasbourg,Eduard Sobol,UKR,DF,28-314,1995,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Emanuel Emegha,NED,FW,21-025,2003,15.2,4,29,12,41.4,1.91,0.79,0.14,0.33,11.5,0,0,0,5.8,5.8,0.2,-1.8,-1.8
FRA-Ligue 1,2324,Strasbourg,Frederic Guilbert,FRA,"DF,MF",29-066,1994,17.7,1,15,3,20.0,0.85,0.17,0.07,0.33,24.2,3,0,0,0.8,0.8,0.06,0.2,0.2
FRA-Ligue 1,2324,Strasbourg,Gerzino Nyamsi,FRA,DF,27-037,1997,12.1,0,6,2,33.3,0.49,0.16,0.0,0.0,11.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
FRA-Ligue 1,2324,Strasbourg,Ibrahima Sissoko,MLI,MF,26-124,1997,11.6,0,9,2,22.2,0.78,0.17,0.0,0.0,18.1,0,0,0,0.7,0.7,0.08,-0.7,-0.7
FRA-Ligue 1,2324,Strasbourg,Ismaël Doukouré,FRA,"MF,DF",20-219,2003,14.4,0,7,0,0.0,0.49,0.0,0.0,,26.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
FRA-Ligue 1,2324,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",25-246,1998,3.0,2,5,3,60.0,1.67,1.0,0.4,0.67,22.5,2,0,0,0.6,0.6,0.11,1.4,1.4
FRA-Ligue 1,2324,Strasbourg,Jessy Deminguet,FRA,"MF,FW",26-052,1998,7.6,0,3,1,33.3,0.4,0.13,0.0,0.0,9.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
FRA-Ligue 1,2324,Strasbourg,Junior Mwanga,FRA,MF,20-293,2003,14.0,1,17,3,17.6,1.22,0.21,0.06,0.33,18.6,0,0,0,1.3,1.3,0.07,-0.3,-0.3
FRA-Ligue 1,2324,Strasbourg,Jérémy Sebas,MTQ,FW,20-320,2003,0.7,1,3,2,66.7,4.09,2.73,0.33,0.5,20.6,0,0,0,0.1,0.1,0.03,0.9,0.9
FRA-Ligue 1,2324,Strasbourg,Kévin Gameiro,FRA,"FW,MF",36-295,1987,9.9,2,20,8,40.0,2.02,0.81,0.05,0.13,21.0,0,1,1,1.6,0.8,0.04,0.4,0.2
FRA-Ligue 1,2324,Strasbourg,Lebo Mothiba,RSA,FW,28-031,1996,6.9,3,16,7,43.8,2.33,1.02,0.19,0.43,9.8,0,0,0,4.6,4.6,0.31,-1.6,-1.6
FRA-Ligue 1,2324,Strasbourg,Lucas Perrin,FRA,DF,25-101,1998,21.0,0,10,1,10.0,0.48,0.05,0.0,0.0,18.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
FRA-Ligue 1,2324,Strasbourg,Marvin Senaya,TOG,DF,23-031,2001,15.9,0,8,2,25.0,0.5,0.13,0.0,0.0,25.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
FRA-Ligue 1,2324,Strasbourg,Matz Sels,BEL,GK,32-002,1992,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Mohamed Bechikh,FRA,"FW,MF",18-230,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Mouhamadou Diarra,FRA,"MF,FW",20-056,2004,16.4,1,28,9,32.1,1.71,0.55,0.04,0.11,20.2,1,0,0,2.2,2.2,0.08,-1.2,-1.2
FRA-Ligue 1,2324,Strasbourg,Rabby Nzingoula,FRA,"FW,MF",18-095,2005,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Saidou Sow,GUI,DF,21-239,2002,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Sanjin Prcić,BIH,MF,30-100,1993,1.0,0,1,0,0.0,1.02,0.0,0.0,,27.6,0,0,0,0.0,0.0,0.01,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Steven Baseya,FRA,DF,19-045,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Thomas Delaine,FRA,"DF,MF",31-341,1992,13.4,1,8,1,12.5,0.6,0.07,0.13,1.0,14.8,0,0,0,1.4,1.4,0.17,-0.4,-0.4
FRA-Ligue 1,2324,Strasbourg,Ângelo Borges,BRA,"FW,MF",19-069,2004,12.2,0,9,4,44.4,0.74,0.33,0.0,0.0,22.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
FRA-Ligue 1,2324,Toulouse,Aron Dønnum,NOR,"FW,MF",25-314,1998,13.1,0,16,8,50.0,1.23,0.61,0.0,0.0,19.3,0,0,0,0.8,0.8,0.05,-0.8,-0.8
FRA-Ligue 1,2324,Toulouse,Christian Mawissa,FRA,DF,18-316,2005,7.0,2,4,2,50.0,0.58,0.29,0.5,1.0,15.1,0,0,0,0.8,0.8,0.21,1.2,1.2
FRA-Ligue 1,2324,Toulouse,Cristian Cásseres Jr.,VEN,MF,24-039,2000,15.3,0,12,2,16.7,0.78,0.13,0.0,0.0,17.7,0,0,0,1.0,1.0,0.08,-1.0,-1.0
FRA-Ligue 1,2324,Toulouse,Denis Genreau,AUS,"FW,MF",24-283,1999,4.8,0,2,1,50.0,0.42,0.21,0.0,0.0,17.3,0,0,0,0.3,0.3,0.17,-0.3,-0.3
FRA-Ligue 1,2324,Toulouse,Fares Chaïbi,ALG,"FW,MF",21-092,2002,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2324,Toulouse,Frank Magri,CMR,"FW,MF",24-177,1999,13.2,4,38,13,34.2,2.87,0.98,0.11,0.31,16.7,0,0,0,2.4,2.4,0.06,1.6,1.6
FRA-Ligue 1,2324,Toulouse,Gabriel Suazo,CHI,DF,26-203,1997,17.5,0,8,2,25.0,0.46,0.11,0.0,0.0,18.7,1,0,0,0.5,0.5,0.06,-0.5,-0.5
FRA-Ligue 1,2324,Toulouse,Gelabert,ESP,"MF,FW",23-120,2000,8.4,1,14,4,28.6,1.67,0.48,0.07,0.25,20.1,0,0,0,0.8,0.8,0.05,0.2,0.2
