,,,,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2324,Bayern Munich,Leon Goretzka,GER,MF,29-022,1995,15.4,19,11,9,6,4,8,23,34.8,15,21,2,19,20,39,26,1
GER-Bundesliga,2324,Bayern Munich,Leroy Sané,GER,FW,28-048,1996,21.4,15,8,6,6,3,4,18,22.2,14,10,0,10,5,20,3,0
GER-Bundesliga,2324,Bayern Munich,Lovro Zvonarek,CRO,MF,18-296,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
GER-Bundesliga,2324,Bayern Munich,Manuel Neuer,GER,GK,37-338,1986,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2
GER-Bundesliga,2324,Bayern Munich,Mathys Tel,FRA,"FW,MF",18-307,2005,4.6,3,1,0,2,1,0,0,,0,8,0,8,3,6,4,0
GER-Bundesliga,2324,Bayern Munich,Matthijs de Ligt,NED,DF,24-200,1999,10.1,10,8,2,5,3,3,4,75.0,1,9,5,4,13,23,37,0
GER-Bundesliga,2324,Bayern Munich,Noussair Mazraoui,MAR,DF,26-106,1997,11.1,23,12,11,8,4,9,14,64.3,5,12,1,11,18,41,20,1
GER-Bundesliga,2324,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",30-068,1993,8.9,15,13,6,6,3,7,12,58.3,5,5,0,5,12,27,5,1
GER-Bundesliga,2324,Bayern Munich,Ryan Gravenberch,NED,FW,21-288,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2324,Bayern Munich,Sacha Boey,FRA,DF,23-168,2000,1.2,2,0,2,0,0,1,2,50.0,1,1,0,1,1,3,2,0
GER-Bundesliga,2324,Bayern Munich,Serge Gnabry,GER,"FW,MF",28-229,1995,2.5,3,2,0,3,0,2,9,22.2,7,3,0,3,0,3,2,0
GER-Bundesliga,2324,Bayern Munich,Sven Ulreich,GER,GK,35-209,1988,8.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,2
GER-Bundesliga,2324,Bayern Munich,Thomas Müller,GER,"MF,FW",34-168,1989,9.5,18,11,1,8,9,11,21,52.4,10,17,0,17,1,19,3,0
GER-Bundesliga,2324,Bochum,Anthony Losilla,FRA,MF,37-355,1986,19.4,46,24,11,29,6,18,38,47.4,20,24,6,18,18,64,36,0
GER-Bundesliga,2324,Bochum,Bernardo,BRA,DF,28-290,1995,22.0,67,42,42,21,4,27,46,58.7,19,48,18,30,39,106,88,1
GER-Bundesliga,2324,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",30-021,1994,11.6,18,11,9,5,4,10,20,50.0,10,11,2,9,2,20,10,1
GER-Bundesliga,2324,Bochum,Cristian Gamboa,CRC,DF,34-127,1989,12.7,22,16,10,11,1,12,31,38.7,19,18,6,12,14,36,33,1
GER-Bundesliga,2324,Bochum,Danilo Soares,BRA,DF,32-122,1991,3.9,10,6,5,3,2,5,8,62.5,3,6,0,6,7,17,11,0
GER-Bundesliga,2324,Bochum,Erhan Mašović,SRB,"DF,MF",25-098,1998,18.2,53,33,31,17,5,31,57,54.4,26,27,10,17,18,71,54,1
GER-Bundesliga,2324,Bochum,Felix Passlack,GER,DF,25-275,1998,4.8,10,7,4,5,1,7,13,53.8,6,6,1,5,5,15,10,0
GER-Bundesliga,2324,Bochum,Gonçalo Paciência,POR,FW,29-211,1994,6.4,8,4,2,2,4,3,6,50.0,3,3,0,3,0,8,6,0
GER-Bundesliga,2324,Bochum,Ivan Ordets,UKR,DF,31-235,1992,13.7,8,5,4,3,1,4,9,44.4,5,26,17,9,21,29,85,0
GER-Bundesliga,2324,Bochum,Keven Schlotterbeck,GER,DF,26-306,1997,13.3,24,13,17,6,1,12,15,80.0,3,22,16,6,17,41,55,1
GER-Bundesliga,2324,Bochum,Kevin Stöger,AUT,MF,30-185,1993,18.8,35,23,17,14,4,18,46,39.1,28,29,4,25,15,50,10,0
GER-Bundesliga,2324,Bochum,Lukas Daschner,GER,"MF,FW",25-150,1998,3.8,5,3,2,2,1,3,7,42.9,4,6,0,6,2,7,1,0
GER-Bundesliga,2324,Bochum,Manuel Riemann,GER,GK,35-172,1988,23.0,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,18,0
GER-Bundesliga,2324,Bochum,Matúš Bero,SVK,"MF,FW",28-175,1995,12.4,21,14,11,5,5,9,23,39.1,14,18,1,17,6,27,10,0
GER-Bundesliga,2324,Bochum,Maximilian Wittek,GER,"DF,MF",28-191,1995,6.8,16,11,6,10,0,9,15,60.0,6,8,1,7,16,32,17,0
GER-Bundesliga,2324,Bochum,Moritz Broschinski,GER,"FW,MF",23-158,2000,8.2,9,5,1,4,4,1,4,25.0,3,6,2,4,0,9,6,0
GER-Bundesliga,2324,Bochum,Moritz-Broni Kwarteng,GHA,"FW,MF",25-306,1998,3.0,3,0,0,3,0,1,6,16.7,5,3,0,3,2,5,0,0
GER-Bundesliga,2324,Bochum,Noah Loosli,SUI,"DF,MF",27-036,1997,2.8,8,6,6,2,0,6,9,66.7,3,5,1,4,5,13,16,0
GER-Bundesliga,2324,Bochum,Patrick Osterhage,GER,MF,24-027,2000,13.6,26,18,10,15,1,11,27,40.7,16,23,7,16,17,43,21,0
GER-Bundesliga,2324,Bochum,Philipp Förster,GER,"MF,FW",29-024,1995,3.6,8,5,3,3,2,2,4,50.0,2,3,0,3,6,14,2,0
GER-Bundesliga,2324,Bochum,Philipp Hofmann,GER,FW,30-335,1993,9.3,8,3,2,5,1,4,6,66.7,2,4,0,4,1,9,12,0
GER-Bundesliga,2324,Bochum,Simon Zoller,GER,"FW,MF",32-247,1991,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
GER-Bundesliga,2324,Bochum,Takuma Asano,JPN,"FW,MF",29-110,1994,15.8,11,2,2,5,4,4,13,30.8,9,12,2,10,3,14,10,0
GER-Bundesliga,2324,Bochum,Tim Oermann,GER,DF,20-145,2003,5.5,11,6,4,3,4,5,7,71.4,2,13,6,7,2,13,16,0
GER-Bundesliga,2324,Darmstadt 98,Aaron Seydel,GER,"FW,MF",28-021,1996,3.1,2,1,0,2,0,0,0,,0,5,2,3,0,2,5,0
GER-Bundesliga,2324,Darmstadt 98,Alexander Brunst,GER,GK,28-236,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2324,Darmstadt 98,Andreas Müller,GER,MF,23-223,2000,2.1,12,9,6,5,1,4,7,57.1,3,1,1,0,4,16,4,0
GER-Bundesliga,2324,Darmstadt 98,Bartol Franjić,CRO,MF,24-045,2000,9.9,7,7,2,4,1,3,15,20.0,12,8,1,7,25,32,22,1
GER-Bundesliga,2324,Darmstadt 98,Braydon Manu,GHA,MF,26-337,1997,0.9,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
GER-Bundesliga,2324,Darmstadt 98,Christoph Klarer,AUT,DF,23-259,2000,16.6,23,14,18,2,3,13,23,56.5,10,19,9,10,10,33,50,1
GER-Bundesliga,2324,Darmstadt 98,Christoph Zimmermann,GER,DF,31-047,1993,9.6,24,16,19,5,0,15,26,57.7,11,16,11,5,15,39,45,1
GER-Bundesliga,2324,Darmstadt 98,Clemens Riedel,GER,DF,20-224,2003,6.2,19,11,13,5,1,12,20,60.0,8,8,2,6,11,30,24,0
GER-Bundesliga,2324,Darmstadt 98,Emir Karic,AUT,DF,26-264,1997,12.2,32,21,16,10,6,16,22,72.7,6,23,5,18,9,41,22,0
GER-Bundesliga,2324,Darmstadt 98,Fabian Holland,GER,"MF,DF",33-232,1990,17.5,39,22,16,18,5,18,33,54.5,15,18,9,9,19,58,27,0
GER-Bundesliga,2324,Darmstadt 98,Fabian Nürnberger,GER,"DF,MF",24-215,1999,13.3,19,14,16,3,0,17,34,50.0,17,6,1,5,13,32,20,0
GER-Bundesliga,2324,Darmstadt 98,Fabian Schnellhardt,GER,MF,30-047,1994,2.4,4,1,2,1,1,1,3,33.3,2,1,0,1,4,8,5,0
GER-Bundesliga,2324,Darmstadt 98,Fabio Torsiello,ITA,"DF,MF",19-026,2005,0.8,1,0,1,0,0,1,6,16.7,5,1,0,1,0,1,1,0
GER-Bundesliga,2324,Darmstadt 98,Filip Stojilković,SUI,"FW,MF",24-055,2000,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0
GER-Bundesliga,2324,Darmstadt 98,Frank Ronstadt,GER,"DF,MF",26-222,1997,0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,3,0
GER-Bundesliga,2324,Darmstadt 98,Fraser Hornby,SCO,"FW,MF",24-168,1999,2.4,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,4,0
GER-Bundesliga,2324,Darmstadt 98,Gerrit Holtmann,PHI,"MF,FW",28-340,1995,0.9,3,0,0,2,1,2,3,66.7,1,1,0,1,0,3,0,0
GER-Bundesliga,2324,Darmstadt 98,Jannik Müller,GER,DF,30-041,1994,7.1,11,4,9,2,0,6,10,60.0,4,12,8,4,9,20,26,0
GER-Bundesliga,2324,Darmstadt 98,Julian Justvan,GER,"FW,MF",25-332,1998,4.0,2,1,0,1,1,1,6,16.7,5,5,0,5,2,4,0,0
GER-Bundesliga,2324,Darmstadt 98,Klaus Gjasula,ALB,"DF,MF",34-076,1989,10.7,34,18,17,17,0,12,19,63.2,7,17,10,7,13,47,36,0
GER-Bundesliga,2324,Darmstadt 98,Luca Pfeiffer,GER,"FW,MF",27-192,1996,15.9,10,6,1,6,3,4,9,44.4,5,4,1,3,2,12,15,0
GER-Bundesliga,2324,Darmstadt 98,Marcel Schuhen,GER,GK,31-046,1993,22.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,4
GER-Bundesliga,2324,Darmstadt 98,Marvin Mehlem,GER,MF,26-170,1997,13.7,24,18,8,12,4,10,24,41.7,14,20,2,18,26,50,14,0
GER-Bundesliga,2324,Darmstadt 98,Matej Maglica,CRO,DF,25-156,1998,12.5,25,13,16,9,0,15,25,60.0,10,24,9,15,15,40,54,3
GER-Bundesliga,2324,Darmstadt 98,Mathias Honsak,AUT,"MF,FW",27-070,1996,6.6,6,4,3,2,1,4,10,40.0,6,7,1,6,3,9,12,0
GER-Bundesliga,2324,Darmstadt 98,Matthias Bader,GER,"DF,MF",26-256,1997,16.2,41,20,25,9,7,27,51,52.9,24,19,4,15,21,62,18,0
GER-Bundesliga,2324,Darmstadt 98,Oscar Vilhelmsson,SWE,"FW,MF",20-149,2003,6.8,8,4,0,5,3,4,5,80.0,1,9,3,6,1,9,5,0
GER-Bundesliga,2324,Darmstadt 98,Sebastian Polter,GER,FW,32-333,1991,3.0,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0
GER-Bundesliga,2324,Darmstadt 98,Thomas Isherwood,SWE,DF,26-031,1998,3.6,7,3,3,3,1,4,5,80.0,1,3,2,1,5,12,16,0
GER-Bundesliga,2324,Darmstadt 98,Tim Skarke,GER,"FW,MF",27-174,1996,17.7,19,13,10,6,3,9,22,40.9,13,15,1,14,5,24,12,0
GER-Bundesliga,2324,Darmstadt 98,Tobias Kempe,GER,MF,34-246,1989,9.6,9,8,5,3,1,5,12,41.7,7,8,2,6,6,15,6,0
GER-Bundesliga,2324,Dortmund,Alexander Meyer,GER,GK,32-321,1991,3.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
GER-Bundesliga,2324,Dortmund,Antonios Papadopoulos,GER,DF,24-171,1999,0.3,3,1,3,0,0,3,3,100.0,0,1,0,1,0,3,4,0
GER-Bundesliga,2324,Dortmund,Donyell Malen,NED,"FW,MF",25-050,1999,16.4,8,6,4,1,3,2,6,33.3,4,11,4,7,2,10,7,0
GER-Bundesliga,2324,Dortmund,Emre Can,GER,"MF,DF",30-047,1994,14.9,47,34,30,14,3,21,30,70.0,9,22,5,17,17,64,30,2
GER-Bundesliga,2324,Dortmund,Felix Nmecha,GER,MF,23-141,2000,6.7,13,9,3,6,4,8,13,61.5,5,9,0,9,8,21,11,0
GER-Bundesliga,2324,Dortmund,Gio Reyna,USA,"MF,FW",21-107,2002,3.1,9,6,3,4,2,2,5,40.0,3,5,1,4,2,11,5,0
GER-Bundesliga,2324,Dortmund,Gregor Kobel,SUI,GK,26-084,1997,19.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,0
GER-Bundesliga,2324,Dortmund,Hendry Blank,GER,DF,19-191,2004,0.5,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,4,0
GER-Bundesliga,2324,Dortmund,Ian Maatsen,NED,DF,21-355,2002,6.8,13,11,6,4,3,7,10,70.0,3,8,1,7,7,20,15,0
GER-Bundesliga,2324,Dortmund,Jadon Sancho,ENG,"FW,MF",23-340,2000,3.8,2,1,0,1,1,0,0,,0,5,0,5,1,3,3,0
GER-Bundesliga,2324,Dortmund,Jamie Bynoe-Gittens,ENG,"FW,MF",19-204,2004,7.2,9,5,4,4,1,2,11,18.2,9,7,2,5,4,13,7,0
GER-Bundesliga,2324,Dortmund,Julian Brandt,GER,"MF,FW",27-302,1996,17.1,13,11,7,6,0,7,20,35.0,13,12,2,10,7,20,12,0
GER-Bundesliga,2324,Dortmund,Julian Ryerson,NOR,DF,26-103,1997,12.7,28,18,19,7,2,19,28,67.9,9,20,2,18,8,36,25,3
GER-Bundesliga,2324,Dortmund,Julien Duranville,BEL,MF,17-299,2006,0.0,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
GER-Bundesliga,2324,Dortmund,Karim Adeyemi,GER,"FW,MF",22-041,2002,4.3,7,7,3,2,2,3,10,30.0,7,6,0,6,2,9,2,0
GER-Bundesliga,2324,Dortmund,Marcel Sabitzer,AUT,MF,29-348,1994,16.3,31,18,15,15,1,18,35,51.4,17,25,9,16,8,39,25,0
GER-Bundesliga,2324,Dortmund,Marco Reus,GER,"MF,FW",34-273,1989,13.4,26,19,12,12,2,7,16,43.8,9,13,2,11,5,31,15,0
GER-Bundesliga,2324,Dortmund,Marius Wolf,GER,DF,28-277,1995,7.5,12,7,4,7,1,6,13,46.2,7,7,0,7,5,17,12,0
GER-Bundesliga,2324,Dortmund,Mateu Morey,ESP,DF,23-363,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
GER-Bundesliga,2324,Dortmund,Mats Hummels,GER,DF,35-074,1988,11.3,34,24,18,10,6,20,36,55.6,16,22,5,17,25,59,54,0
GER-Bundesliga,2324,Dortmund,Niclas Füllkrug,GER,FW,31-019,1993,17.7,6,2,1,5,0,2,5,40.0,3,12,3,9,1,7,20,0
GER-Bundesliga,2324,Dortmund,Nico Schlotterbeck,GER,DF,24-089,1999,21.5,39,27,19,17,3,19,34,55.9,15,33,16,17,23,62,76,3
GER-Bundesliga,2324,Dortmund,Niklas Süle,GER,DF,28-178,1995,11.4,9,6,6,2,1,5,7,71.4,2,17,9,8,13,22,38,2
GER-Bundesliga,2324,Dortmund,Ole Pohlmann,GER,MF,22-329,2001,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2324,Dortmund,Ramy Bensebaini,ALG,DF,28-318,1995,11.3,33,20,20,11,2,23,33,69.7,10,22,7,15,16,49,37,0
GER-Bundesliga,2324,Dortmund,Salih Özcan,TUR,MF,26-048,1998,9.7,18,10,11,7,0,9,14,64.3,5,20,2,18,15,33,12,1
GER-Bundesliga,2324,Dortmund,Samuel Bamba,GER,FW,20-015,2004,0.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0
GER-Bundesliga,2324,Dortmund,Sébastien Haller,CIV,FW,29-251,1994,4.0,1,0,0,1,0,1,1,100.0,0,4,1,3,0,1,7,0
GER-Bundesliga,2324,Dortmund,Thomas Meunier,BEL,DF,32-169,1991,6.5,5,1,3,2,0,3,13,23.1,10,8,2,6,4,9,22,0
GER-Bundesliga,2324,Dortmund,Thorgan Hazard,BEL,DF,30-336,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2324,Dortmund,Youssoufa Moukoko,GER,FW,19-100,2004,3.8,4,1,2,2,0,3,5,60.0,2,4,1,3,1,5,1,0
GER-Bundesliga,2324,Eint Frankfurt,Ansgar Knauff,GER,"MF,FW",22-049,2002,15.5,30,17,14,11,5,12,24,50.0,12,26,3,23,8,38,10,0
GER-Bundesliga,2324,Eint Frankfurt,Aurélio Buta,POR,"DF,MF",27-018,1997,14.1,31,19,14,13,4,16,28,57.1,12,22,5,17,11,42,28,0
GER-Bundesliga,2324,Eint Frankfurt,Christopher Lenz,GER,DF,29-159,1994,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
GER-Bundesliga,2324,Eint Frankfurt,Donny van de Beek,NED,"MF,FW",26-316,1997,3.3,7,3,2,3,2,2,5,40.0,3,5,1,4,2,9,1,0
GER-Bundesliga,2324,Eint Frankfurt,Elias Baum,GER,"DF,MF",18-125,2005,0.3,1,0,0,0,1,0,0,,0,3,2,1,0,1,1,0
GER-Bundesliga,2324,Eint Frankfurt,Ellyes Skhiri,TUN,MF,28-294,1995,16.5,30,16,11,16,3,13,26,50.0,13,22,2,20,26,56,35,1
GER-Bundesliga,2324,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",21-092,2002,13.7,17,10,4,7,6,4,7,57.1,3,26,1,25,2,19,11,0
GER-Bundesliga,2324,Eint Frankfurt,Hrvoje Smolčić,CRO,DF,23-195,2000,3.8,7,3,7,0,0,4,5,80.0,1,3,1,2,6,13,20,1
GER-Bundesliga,2324,Eint Frankfurt,Hugo Ekitike,FRA,FW,21-253,2002,1.3,3,3,0,3,0,1,1,100.0,0,2,0,2,0,3,1,0
GER-Bundesliga,2324,Eint Frankfurt,Hugo Larsson,SWE,MF,19-246,2004,16.8,27,13,15,8,4,13,24,54.2,11,26,6,20,24,51,18,1
GER-Bundesliga,2324,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"FW,DF",18-297,2005,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
GER-Bundesliga,2324,Eint Frankfurt,Jens Grahl,GER,GK,35-159,1988,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
GER-Bundesliga,2324,Eint Frankfurt,Jens Petter Hauge,NOR,"MF,FW",24-139,1999,1.6,2,1,1,0,1,2,7,28.6,5,5,1,4,0,2,1,0
GER-Bundesliga,2324,Eint Frankfurt,Jesper Lindstrøm,DEN,FW,23-364,2000,0.9,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
GER-Bundesliga,2324,Eint Frankfurt,Jessic Ngankam,GER,FW,23-223,2000,3.1,3,2,1,1,1,0,0,,0,0,0,0,0,3,1,0
GER-Bundesliga,2324,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,DF",23-099,2000,14.8,30,18,8,13,9,13,30,43.3,17,20,6,14,5,35,26,0
GER-Bundesliga,2324,Eint Frankfurt,Kevin Trapp,GER,GK,33-235,1990,21.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,1
GER-Bundesliga,2324,Eint Frankfurt,Kristijan Jakić,CRO,"MF,FW",26-290,1997,2.2,3,3,1,2,0,1,3,33.3,2,1,0,1,2,5,2,0
GER-Bundesliga,2324,Eint Frankfurt,Makoto Hasebe,JPN,"DF,MF",40-041,1984,1.4,2,2,2,0,0,2,4,50.0,2,1,1,0,2,4,3,0
GER-Bundesliga,2324,Eint Frankfurt,Mario Götze,GER,MF,31-270,1992,14.3,28,19,11,12,5,15,33,45.5,18,14,1,13,6,34,8,0
GER-Bundesliga,2324,Eint Frankfurt,Nacho Ferri,ESP,"FW,MF",19-146,2004,0.6,3,3,1,2,0,2,2,100.0,0,0,0,0,0,3,2,0
GER-Bundesliga,2324,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",23-119,2000,8.6,28,14,19,9,0,14,31,45.2,17,23,1,22,11,39,22,0
GER-Bundesliga,2324,Eint Frankfurt,Omar Marmoush,EGY,"FW,MF",25-021,1999,14.7,14,6,6,5,3,5,9,55.6,4,6,0,6,7,21,6,0
GER-Bundesliga,2324,Eint Frankfurt,Paxten Aaronson,USA,MF,20-186,2003,1.1,2,2,1,1,0,1,1,100.0,0,2,0,2,0,2,0,0
GER-Bundesliga,2324,Eint Frankfurt,Philipp Max,GER,"DF,MF",30-151,1993,12.2,23,14,6,15,2,17,23,73.9,6,15,1,14,7,30,14,1
GER-Bundesliga,2324,Eint Frankfurt,Randal Kolo Muani,FRA,FW,25-085,1998,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
GER-Bundesliga,2324,Eint Frankfurt,Robin Koch,GER,DF,27-226,1996,19.7,25,17,17,8,0,11,16,68.8,5,21,15,6,22,47,100,0
GER-Bundesliga,2324,Eint Frankfurt,Sasa Kalajdzic,AUT,FW,26-236,1997,3.6,2,2,0,2,0,0,0,,0,2,2,0,2,4,6,0
GER-Bundesliga,2324,Eint Frankfurt,Sebastian Rode,GER,"MF,FW",33-140,1990,0.7,6,4,0,5,1,4,6,66.7,2,0,0,0,1,7,1,0
GER-Bundesliga,2324,Eint Frankfurt,Timothy Chandler,USA,MF,33-336,1990,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2324,Eint Frankfurt,Tuta,BRA,DF,24-239,1999,19.9,41,24,25,11,5,27,41,65.9,14,18,7,11,26,67,77,0
GER-Bundesliga,2324,Eint Frankfurt,Willian Pacho,ECU,DF,22-135,2001,22.0,49,30,31,17,1,24,34,70.6,10,39,15,24,32,81,112,0
GER-Bundesliga,2324,Freiburg,Attila Szalai,HUN,DF,26-039,1998,1.0,1,1,1,0,0,1,2,50.0,1,5,2,3,1,2,5,1
GER-Bundesliga,2324,Freiburg,Christian Günter,GER,DF,31-000,1993,2.0,5,2,2,3,0,1,2,50.0,1,4,1,3,0,5,2,0
GER-Bundesliga,2324,Freiburg,Fabian Rüdlin,GER,MF,27-046,1997,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
GER-Bundesliga,2324,Freiburg,Florent Muslija,KVX,MF,25-237,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
GER-Bundesliga,2324,Freiburg,Jordy Makengo,FRA,DF,22-209,2001,9.0,9,5,6,2,1,4,6,66.7,2,9,1,8,9,18,27,0
GER-Bundesliga,2324,Freiburg,Junior Adamu,AUT,"FW,MF",22-267,2001,1.1,5,1,1,2,2,1,2,50.0,1,1,0,1,0,5,1,0
GER-Bundesliga,2324,Freiburg,Kenneth Schmidt,GER,DF,21-270,2002,0.8,2,2,2,0,0,2,4,50.0,2,1,0,1,1,3,2,0
GER-Bundesliga,2324,Freiburg,Kiliann Sildillia,FRA,DF,21-288,2002,15.9,32,14,22,5,5,21,32,65.6,11,25,11,14,14,46,45,0
GER-Bundesliga,2324,Freiburg,Lucas Höler,GER,"FW,MF",29-233,1994,18.8,25,18,13,6,6,4,15,26.7,11,12,2,10,11,36,20,0
GER-Bundesliga,2324,Freiburg,Lukas Kübler,GER,DF,31-182,1992,13.8,36,16,27,8,1,22,32,68.8,10,23,9,14,23,59,34,1
GER-Bundesliga,2324,Freiburg,Manuel Gulde,GER,DF,33-016,1991,13.1,20,14,14,5,1,8,10,80.0,2,12,7,5,14,34,37,0
GER-Bundesliga,2324,Freiburg,Matthias Ginter,GER,DF,30-040,1994,18.8,25,12,16,9,0,12,23,52.2,11,31,20,11,16,41,78,0
GER-Bundesliga,2324,Freiburg,Maximilian Breunig,GER,FW,23-198,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
GER-Bundesliga,2324,Freiburg,Maximilian Eggestein,GER,MF,27-082,1996,22.5,27,12,14,10,3,5,22,22.7,17,35,15,20,20,47,29,0
GER-Bundesliga,2324,Freiburg,Maximilian Philipp,GER,"FW,MF",29-364,1994,3.0,8,5,4,4,0,1,5,20.0,4,6,0,6,0,8,1,0
GER-Bundesliga,2324,Freiburg,Merlin Röhl,GER,"MF,FW",21-238,2002,12.3,16,10,8,6,2,6,15,40.0,9,21,3,18,7,23,18,0
GER-Bundesliga,2324,Freiburg,Michael Gregoritsch,AUT,FW,29-316,1994,11.1,6,5,3,1,2,1,8,12.5,7,10,1,9,9,15,12,0
GER-Bundesliga,2324,Freiburg,Nicolas Höfler,GER,MF,33-356,1990,16.0,36,22,21,10,5,13,27,48.1,14,17,8,9,22,58,26,0
GER-Bundesliga,2324,Freiburg,Noah Atubolu,GER,GK,21-279,2002,23.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0
GER-Bundesliga,2324,Freiburg,Noah Weißhaupt,GER,"DF,FW",22-161,2001,7.8,6,2,3,0,3,2,7,28.6,5,7,0,7,8,14,10,0
GER-Bundesliga,2324,Freiburg,Philipp Lienhart,AUT,DF,27-232,1996,13.7,18,12,12,5,1,11,20,55.0,9,17,10,7,13,31,50,0
GER-Bundesliga,2324,Freiburg,Ritsu Doan,JPN,"MF,DF",25-257,1998,14.1,31,16,13,11,7,13,22,59.1,9,16,2,14,4,35,16,0
GER-Bundesliga,2324,Freiburg,Roland Sallai,HUN,"FW,MF",26-282,1997,13.5,11,5,5,4,2,5,14,35.7,9,17,1,16,4,15,20,0
GER-Bundesliga,2324,Freiburg,Vincenzo Grifo,ITA,"MF,FW",30-327,1993,18.1,21,15,8,9,4,11,23,47.8,12,16,0,16,8,29,12,0
GER-Bundesliga,2324,Freiburg,Yannik Keitel,GER,"MF,DF",24-013,2000,2.3,9,7,5,3,1,4,6,66.7,2,4,0,4,4,13,4,1
GER-Bundesliga,2324,Heidenheim,Adrian Beck,GER,"MF,FW",26-264,1997,9.9,20,11,6,12,2,8,22,36.4,14,15,0,15,4,24,14,0
GER-Bundesliga,2324,Heidenheim,Benedikt Gimber,GER,DF,27-009,1997,13.1,29,19,16,12,1,15,23,65.2,8,17,12,5,10,39,63,0
GER-Bundesliga,2324,Heidenheim,Denis Thomalla,GER,"MF,FW",31-196,1992,3.9,6,4,2,4,0,5,9,55.6,4,2,1,1,3,9,8,0
GER-Bundesliga,2324,Heidenheim,Eren Dinkçi,GER,"FW,MF",22-077,2001,19.3,20,11,11,8,1,11,29,37.9,18,24,2,22,6,26,17,0
GER-Bundesliga,2324,Heidenheim,Florian Pick,GER,"MF,FW",28-173,1995,2.9,3,3,2,0,1,2,3,66.7,1,2,0,2,2,5,1,0
GER-Bundesliga,2324,Heidenheim,Jan Schöppner,GER,MF,24-261,1999,12.3,20,10,9,10,1,9,20,45.0,11,17,4,13,14,34,29,0
GER-Bundesliga,2324,Heidenheim,Jan-Niklas Beste,GER,"FW,MF",25-055,1999,19.3,45,24,16,17,12,15,34,44.1,19,33,1,32,14,59,20,0
GER-Bundesliga,2324,Heidenheim,Jonas Föhrenbach,GER,DF,28-033,1996,20.9,29,19,17,8,4,13,28,46.4,15,24,15,9,20,49,46,0
GER-Bundesliga,2324,Heidenheim,Kevin Müller,GER,GK,32-350,1991,23.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,6,1
GER-Bundesliga,2324,Heidenheim,Kevin Sessa,GER,"MF,FW",23-237,2000,4.3,6,2,4,1,1,3,8,37.5,5,7,1,6,2,8,8,0
GER-Bundesliga,2324,Heidenheim,Lennard Maloney,USA,MF,24-143,1999,21.5,38,24,12,21,5,23,54,42.6,31,27,6,21,23,61,77,0
