,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Montpellier,Joris Chotard,FRA,MF,22-157,2001,21.1,821,781,37,36,6,12,17,0,0,0,0,0,654,3,23
FRA-Ligue 1,2324,Montpellier,Kelvin Yeboah,ITA,FW,23-298,2000,3.1,79,77,1,0,0,1,3,0,0,0,0,0,58,1,1
FRA-Ligue 1,2324,Montpellier,Khalil Fayad,FRA,"FW,MF",19-264,2004,9.3,239,231,6,1,1,2,10,4,0,0,0,0,191,2,4
FRA-Ligue 1,2324,Montpellier,Lucas Mincarelli,FRA,"DF,MF",20-054,2004,5.2,193,154,39,0,1,0,15,39,0,0,0,0,131,0,13
FRA-Ligue 1,2324,Montpellier,Léo Leroy,FRA,MF,24-014,2000,2.4,103,102,0,0,0,1,0,0,0,0,0,0,73,1,3
FRA-Ligue 1,2324,Montpellier,Mamadou Sakho,FRA,DF,34-015,1990,0.1,16,15,1,1,0,0,0,0,0,0,0,0,15,0,0
FRA-Ligue 1,2324,Montpellier,Maxime Estève,FRA,DF,21-278,2002,11.1,369,340,29,11,1,2,2,14,0,0,0,0,289,0,5
FRA-Ligue 1,2324,Montpellier,Modibo Sagnan,FRA,DF,24-320,1999,3.9,148,143,4,2,0,1,1,2,0,0,0,0,117,1,3
FRA-Ligue 1,2324,Montpellier,Musa Al-Taamari,JOR,FW,26-263,1997,15.9,406,375,28,4,3,3,19,18,3,1,0,0,290,3,27
FRA-Ligue 1,2324,Montpellier,Sacha Delaye,FRA,"FW,MF",21-311,2002,1.1,38,38,0,0,0,0,2,0,0,0,0,0,29,0,3
FRA-Ligue 1,2324,Montpellier,Silvan Hefti,SUI,"FW,DF",26-126,1997,4.8,203,166,36,1,0,1,15,35,0,0,0,0,141,1,11
FRA-Ligue 1,2324,Montpellier,Tanguy Coulibaly,FRA,"MF,FW",23-010,2001,2.1,43,41,2,0,0,0,2,1,0,0,0,0,31,0,1
FRA-Ligue 1,2324,Montpellier,Théo Sainte-Luce,FRA,DF,25-131,1998,3.8,172,134,36,4,0,0,7,32,0,0,0,0,136,2,4
FRA-Ligue 1,2324,Montpellier,Téji Savanier,FRA,MF,32-068,1991,22.2,1384,1151,219,97,8,33,154,8,83,23,53,0,959,14,22
FRA-Ligue 1,2324,Montpellier,Wahbi Khazri,TUN,FW,33-020,1991,9.3,248,229,17,2,2,13,9,7,4,2,1,0,179,2,9
FRA-Ligue 1,2324,Montpellier,Yanis Ali Issoufou,FRA,FW,17-123,2006,0.1,,,,,,,1,,,,,,,,
FRA-Ligue 1,2324,Montpellier,Yann Karamoh,FRA,"FW,MF",25-235,1998,0.7,20,20,0,0,0,0,4,0,0,0,0,0,12,0,2
FRA-Ligue 1,2324,Nantes,Abdoul Kader Bamba,FRA,"MF,FW",29-279,1994,4.8,224,212,9,4,3,1,10,3,2,0,1,0,179,3,0
FRA-Ligue 1,2324,Nantes,Adel Mahamoud,COM,FW,21-024,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
FRA-Ligue 1,2324,Nantes,Adson,BRA,"MF,FW",23-145,2000,2.6,130,128,2,0,0,0,2,2,0,0,0,0,115,0,2
FRA-Ligue 1,2324,Nantes,Alban Lafont,FRA,GK,25-036,1999,16.7,622,478,144,40,0,1,0,0,0,0,0,0,448,0,0
FRA-Ligue 1,2324,Nantes,Bastien Meupiyou,FRA,DF,17-346,2006,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
FRA-Ligue 1,2324,Nantes,Bénie Adama Traore,CIV,"FW,MF",21-090,2002,2.1,39,38,1,0,0,0,1,0,0,0,0,0,29,0,4
FRA-Ligue 1,2324,Nantes,Denis Petrić,SRB,GK,35-280,1988,0.3,8,5,2,2,0,0,0,0,0,0,0,0,6,1,0
FRA-Ligue 1,2324,Nantes,Douglas,BRA,MF,27-046,1997,15.4,863,822,40,27,4,5,18,2,11,8,2,0,745,1,9
FRA-Ligue 1,2324,Nantes,Enzo Mongo,FRA,DF,18-326,2005,0.1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Eray Cömert,SUI,DF,26-024,1998,15.7,806,758,48,30,1,13,3,1,0,0,0,0,725,0,5
FRA-Ligue 1,2324,Nantes,Fabien Centonze,FRA,DF,28-043,1996,1.0,51,45,6,0,0,0,7,6,0,0,0,0,37,0,0
FRA-Ligue 1,2324,Nantes,Florent Mollet,FRA,"MF,FW",32-101,1991,15.4,729,635,93,20,1,2,86,8,60,27,22,0,571,1,16
FRA-Ligue 1,2324,Nantes,Hugo Boutsingkham,FRA,"MF,FW",21-039,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2324,Nantes,Ignatius Ganago,CMR,"FW,MF",25-012,1999,2.0,53,52,0,0,1,0,6,0,0,0,0,0,31,1,3
FRA-Ligue 1,2324,Nantes,Jaouen Hadjam,ALG,DF,20-339,2003,1.2,103,96,7,1,0,0,12,6,0,0,0,0,80,0,1
FRA-Ligue 1,2324,Nantes,Jean-Charles Castelletto,CMR,DF,29-033,1995,18.4,881,825,54,21,0,1,9,33,0,0,0,0,749,2,5
FRA-Ligue 1,2324,Nantes,Jean-Kevin Duverne,HAI,DF,26-231,1997,12.9,660,580,78,15,0,1,12,63,0,0,0,0,535,2,8
FRA-Ligue 1,2324,Nantes,Kelvin Amian,FRA,DF,26-020,1998,1.1,38,34,4,1,1,0,4,3,0,0,0,0,27,0,1
FRA-Ligue 1,2324,Nantes,Lamine Diack,SEN,MF,23-105,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Marcus Coco,FRA,DF,27-249,1996,11.9,470,410,60,2,3,1,31,58,0,0,0,0,357,0,9
FRA-Ligue 1,2324,Nantes,Marquinhos,BRA,"FW,MF",20-327,2003,1.7,67,62,5,1,0,0,5,3,0,0,0,0,50,0,2
FRA-Ligue 1,2324,Nantes,Matthis Abline,FRA,FW,20-337,2003,5.1,102,95,7,0,0,0,3,0,0,0,0,0,78,0,5
FRA-Ligue 1,2324,Nantes,Moses Simon,NGA,"FW,MF",28-231,1995,16.9,431,401,25,3,2,2,87,3,12,3,4,0,277,5,28
FRA-Ligue 1,2324,Nantes,Mostafa Mohamed,EGY,FW,26-092,1997,14.7,239,219,19,0,3,1,6,1,0,0,0,0,154,1,9
FRA-Ligue 1,2324,Nantes,Moussa Sissoko,FRA,MF,34-196,1989,10.3,345,331,13,6,2,0,7,7,0,0,0,0,281,1,7
FRA-Ligue 1,2324,Nantes,Nathan Zeze,FRA,DF,18-255,2005,6.0,201,197,4,3,0,0,1,1,0,0,0,0,167,0,4
FRA-Ligue 1,2324,Nantes,Nicolas Cozza,FRA,DF,25-051,1999,2.1,48,35,13,0,0,0,6,13,0,0,0,0,29,0,4
FRA-Ligue 1,2324,Nantes,Nicolas Pallois,FRA,DF,36-162,1987,11.4,462,440,21,13,0,1,4,3,0,0,0,0,374,1,4
FRA-Ligue 1,2324,Nantes,Pedro Chirivella,ESP,MF,26-281,1997,21.1,1330,1240,82,51,6,5,20,3,11,7,1,0,1146,8,10
FRA-Ligue 1,2324,Nantes,Quentin Merlin,FRA,DF,21-288,2002,14.3,841,689,148,11,8,6,63,121,16,6,5,0,615,4,17
FRA-Ligue 1,2324,Nantes,Ronaël Pierre-Gabriel,FRA,DF,25-260,1998,6.6,289,238,50,5,0,0,9,45,0,0,0,0,227,1,11
FRA-Ligue 1,2324,Nantes,Rémy Descamps,FRA,GK,27-248,1996,6.0,212,123,89,18,0,0,0,0,0,0,0,0,128,0,1
FRA-Ligue 1,2324,Nantes,Samuel Moutoussamy,COD,MF,27-200,1996,7.9,294,293,0,0,1,0,0,0,0,0,0,0,239,1,5
FRA-Ligue 1,2324,Nantes,Stredair Appuah,FRA,"FW,MF",19-246,2004,0.7,16,16,0,0,0,0,1,0,0,0,0,0,10,0,2
FRA-Ligue 1,2324,Nantes,Tino Kadewere,ZIM,"MF,FW",28-054,1996,4.8,116,113,1,0,0,1,2,0,0,0,0,0,82,2,6
FRA-Ligue 1,2324,Nice,Alexis Claude-Maurice,FRA,MF,25-267,1998,3.4,159,152,7,1,0,0,12,2,4,2,2,0,127,0,7
FRA-Ligue 1,2324,Nice,Aliou Badara Baldé,SEN,FW,21-078,2002,0.6,15,14,1,0,0,0,1,0,1,0,0,0,6,0,2
FRA-Ligue 1,2324,Nice,Antoine Mendy,FRA,DF,19-277,2004,1.0,47,46,1,1,0,0,0,0,0,0,0,0,43,0,0
FRA-Ligue 1,2324,Nice,Badredine Bouanani,ALG,FW,19-082,2004,1.8,70,70,0,0,0,1,8,0,0,0,0,0,54,0,3
FRA-Ligue 1,2324,Nice,Bilal Brahimi,ALG,FW,23-351,2000,0.1,13,11,2,1,0,0,2,0,1,0,0,0,10,0,0
FRA-Ligue 1,2324,Nice,Dante,BRA,DF,40-133,1983,21.6,1961,1868,88,55,4,9,5,4,0,0,0,0,1772,5,5
FRA-Ligue 1,2324,Nice,Evann Guessand,FRA,FW,22-242,2001,12.1,211,186,25,0,2,1,5,1,0,0,0,0,159,0,9
FRA-Ligue 1,2324,Nice,Gaëtan Laborde,FRA,FW,29-301,1994,17.3,457,444,11,2,0,2,45,2,5,4,1,0,296,2,17
FRA-Ligue 1,2324,Nice,Hicham Boudaoui,ALG,MF,24-158,1999,11.4,444,435,6,4,2,0,20,0,1,0,0,0,367,3,10
FRA-Ligue 1,2324,Nice,Jean-Clair Todibo,FRA,DF,24-060,1999,18.6,1657,1617,39,31,1,6,6,6,0,0,0,0,1487,1,7
FRA-Ligue 1,2324,Nice,Jeremie Boga,CIV,FW,27-056,1997,12.3,419,378,38,2,1,0,57,1,35,21,11,1,312,3,12
FRA-Ligue 1,2324,Nice,Jordan Lotomba,SUI,DF,25-152,1998,13.5,704,566,137,26,0,2,15,111,0,0,0,0,596,1,14
FRA-Ligue 1,2324,Nice,Khéphren Thuram,FRA,MF,22-339,2001,14.1,676,663,11,9,5,0,10,2,0,0,0,0,592,2,9
FRA-Ligue 1,2324,Nice,Marcin Bułka,POL,GK,24-147,1999,23.0,811,685,126,32,0,1,0,0,0,0,0,0,723,0,1
FRA-Ligue 1,2324,Nice,Melvin Bard,FRA,DF,23-114,2000,21.6,1314,1112,196,19,0,2,56,176,1,1,0,0,1087,6,29
FRA-Ligue 1,2324,Nice,Mohamed Ali Cho,FRA,FW,20-040,2004,3.2,101,87,14,3,0,0,22,0,11,4,6,0,67,0,6
FRA-Ligue 1,2324,Nice,Morgan Sanson,FRA,MF,29-194,1994,17.9,723,634,82,22,4,4,102,2,58,19,30,0,543,7,20
FRA-Ligue 1,2324,Nice,Pablo Rosario,NED,"DF,MF",27-052,1997,13.0,714,652,60,19,4,0,4,41,0,0,0,0,637,2,10
FRA-Ligue 1,2324,Nice,Reda Belahyane,FRA,MF,19-272,2004,0.3,15,15,0,0,0,0,0,0,0,0,0,0,13,0,1
FRA-Ligue 1,2324,Nice,Romain Perraud,FRA,"DF,FW",26-159,1997,1.9,128,108,20,2,0,0,11,14,4,0,2,0,93,0,4
FRA-Ligue 1,2324,Nice,Sofiane Diop,FRA,FW,23-264,2000,5.5,176,171,5,2,0,1,13,1,2,2,0,0,143,0,2
FRA-Ligue 1,2324,Nice,Terem Moffi,NGA,FW,24-279,1999,13.7,274,258,12,1,1,0,6,0,0,0,0,0,191,4,13
FRA-Ligue 1,2324,Nice,Tom Louchet,FRA,"FW,MF",20-300,2003,1.7,72,61,11,4,0,0,12,2,5,2,3,0,51,0,3
FRA-Ligue 1,2324,Nice,Valentin Rosier,FRA,"DF,MF",27-193,1996,0.6,33,27,6,1,0,0,0,5,0,0,0,0,28,0,0
FRA-Ligue 1,2324,Nice,Youcef Atal,ALG,DF,27-287,1996,4.0,238,215,22,6,2,0,6,16,0,0,0,0,214,1,1
FRA-Ligue 1,2324,Nice,Youssouf Ndayishimiye,BDI,"MF,DF",25-124,1998,18.0,1265,1217,46,41,3,7,1,5,0,0,0,0,1132,2,9
FRA-Ligue 1,2324,Paris S-G,Achraf Hakimi,MAR,DF,25-116,1998,14.6,1335,1205,128,22,4,6,41,101,5,0,1,0,1167,2,29
FRA-Ligue 1,2324,Paris S-G,Arnau Tenas,ESP,GK,22-274,2001,2.9,105,82,23,2,0,0,0,0,0,0,0,0,88,0,0
FRA-Ligue 1,2324,Paris S-G,Bradley Barcola,FRA,"FW,MF",21-179,2002,10.3,427,420,5,2,2,1,13,3,0,0,0,0,330,2,15
FRA-Ligue 1,2324,Paris S-G,Carlos Soler,ESP,"DF,MF",27-057,1997,6.8,423,389,32,10,1,2,11,17,5,1,1,0,359,2,12
FRA-Ligue 1,2324,Paris S-G,Cher Ndour,ITA,MF,19-216,2004,0.3,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0
FRA-Ligue 1,2324,Paris S-G,Danilo Pereira,POR,DF,32-172,1991,14.4,1403,1373,27,24,1,4,0,3,0,0,0,0,1322,3,2
FRA-Ligue 1,2324,Paris S-G,Ethan Mbappé,FRA,MF,17-061,2006,0.0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
FRA-Ligue 1,2324,Paris S-G,Fabián Ruiz Peña,ESP,MF,27-331,1996,10.7,688,666,22,18,0,4,11,1,2,2,0,0,612,0,9
FRA-Ligue 1,2324,Paris S-G,Gianluigi Donnarumma,ITA,GK,25-003,1999,19.1,609,483,125,21,0,0,0,1,0,0,0,0,552,1,0
FRA-Ligue 1,2324,Paris S-G,Gonçalo Ramos,POR,FW,22-253,2001,9.2,239,237,1,0,2,0,2,1,0,0,0,0,179,1,9
FRA-Ligue 1,2324,Paris S-G,Hugo Ekitike,FRA,FW,21-253,2002,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1
FRA-Ligue 1,2324,Paris S-G,Keylor Navas,CRC,GK,37-075,1986,1.0,33,28,5,1,0,0,0,0,0,0,0,0,30,0,0
FRA-Ligue 1,2324,Paris S-G,Kylian Mbappé,FRA,FW,25-070,1998,18.8,728,708,15,3,9,5,18,5,4,0,0,0,606,5,13
FRA-Ligue 1,2324,Paris S-G,Layvin Kurzawa,FRA,DF,31-177,1992,0.1,13,11,2,1,0,0,0,1,0,0,0,0,13,0,0
FRA-Ligue 1,2324,Paris S-G,Lee Kang-in,KOR,"MF,FW",23-009,2001,9.9,600,526,71,14,3,3,67,5,47,20,14,0,491,3,9
FRA-Ligue 1,2324,Paris S-G,Lucas Beraldo,BRA,DF,20-096,2003,4.2,318,297,21,5,1,1,1,15,0,0,0,0,278,0,3
FRA-Ligue 1,2324,Paris S-G,Lucas Hernández,FRA,DF,28-014,1996,17.4,1575,1430,141,38,1,11,16,103,0,0,0,0,1416,4,16
FRA-Ligue 1,2324,Paris S-G,Manuel Ugarte Ribeiro,URU,MF,22-323,2001,14.8,887,876,11,10,2,5,2,1,0,0,0,0,818,0,3
FRA-Ligue 1,2324,Paris S-G,Marco Asensio,ESP,"FW,MF",28-038,1996,7.1,336,310,26,6,5,4,21,3,12,5,3,0,282,0,5
FRA-Ligue 1,2324,Paris S-G,Marquinhos,BRA,DF,29-290,1994,14.4,1546,1504,39,21,2,3,0,18,0,0,0,0,1461,3,5
FRA-Ligue 1,2324,Paris S-G,Milan Škriniar,SVK,DF,29-017,1995,13.4,1330,1293,35,24,0,3,0,4,0,0,0,0,1267,2,2
FRA-Ligue 1,2324,Paris S-G,Nordi Mukiele,FRA,DF,26-119,1997,5.2,339,300,39,7,1,3,2,32,0,0,0,0,285,0,11
FRA-Ligue 1,2324,Paris S-G,Nuno Mendes,POR,DF,21-254,2002,0.2,18,16,2,0,0,0,0,2,0,0,0,0,17,0,0
FRA-Ligue 1,2324,Paris S-G,Ousmane Dembélé,FRA,"MF,FW",26-289,1997,13.6,838,789,46,12,10,2,77,2,32,4,12,0,640,3,16
FRA-Ligue 1,2324,Paris S-G,Randal Kolo Muani,FRA,"FW,MF",25-085,1998,9.1,222,221,1,0,1,0,5,0,0,0,0,0,151,0,12
FRA-Ligue 1,2324,Paris S-G,Vitinha,POR,MF,24-015,2000,17.6,1321,1245,73,31,6,8,34,6,17,8,3,0,1174,3,19
FRA-Ligue 1,2324,Paris S-G,Warren Zaire-Emery,FRA,"MF,DF",17-357,2006,16.8,1090,1041,45,10,2,7,5,29,0,0,0,0,997,4,19
FRA-Ligue 1,2324,Reims,Adama Bojang,GAM,FW,19-276,2004,0.4,19,18,1,0,0,0,0,0,0,0,0,0,11,0,2
FRA-Ligue 1,2324,Reims,Amadou Koné,MLI,MF,18-290,2005,1.9,90,86,2,2,0,1,1,0,0,0,0,0,66,2,2
FRA-Ligue 1,2324,Reims,Amine Salama,FRA,FW,23-225,2000,3.5,73,70,3,0,0,0,5,1,0,0,0,0,48,0,4
FRA-Ligue 1,2324,Reims,Amir Richardson,MAR,MF,22-035,2002,10.2,426,416,9,6,2,1,10,3,0,0,0,0,343,1,8
FRA-Ligue 1,2324,Reims,Azor Matusiwa,NED,MF,25-306,1998,15.4,750,740,9,8,0,5,0,1,0,0,0,0,650,1,8
FRA-Ligue 1,2324,Reims,Benjamin Stambouli,FRA,MF,33-199,1990,1.7,76,75,1,1,0,0,0,0,0,0,0,0,54,0,0
FRA-Ligue 1,2324,Reims,Emmanuel Agbadou,CIV,DF,26-256,1997,17.8,1162,1098,62,26,2,8,6,32,0,0,0,0,1016,2,5
FRA-Ligue 1,2324,Reims,Ibrahim Diakité,GUI,DF,20-120,2003,1.2,85,67,18,2,0,1,9,16,0,0,0,0,57,0,3
FRA-Ligue 1,2324,Reims,Joseph Okumu,KEN,DF,26-278,1997,17.1,1158,1125,25,20,0,14,2,2,0,0,0,0,952,8,8
FRA-Ligue 1,2324,Reims,Josh Wilson-Esbrand,ENG,"DF,MF",21-064,2002,5.1,252,205,43,2,1,0,12,41,0,0,0,0,186,4,6
FRA-Ligue 1,2324,Reims,Junya Ito,JPN,"FW,MF",30-356,1993,19.8,747,666,77,11,6,7,129,13,53,14,30,0,493,4,30
FRA-Ligue 1,2324,Reims,Keito Nakamura,JPN,FW,23-215,2000,9.1,255,248,4,1,2,3,17,1,1,1,0,0,177,3,9
FRA-Ligue 1,2324,Reims,Mamadou Diakhon,FRA,FW,18-159,2005,1.6,33,33,0,0,1,1,3,0,0,0,0,0,27,0,0
FRA-Ligue 1,2324,Reims,Marshall Munetsi,ZIM,"MF,FW",27-251,1996,14.4,302,290,10,2,0,2,12,1,0,0,0,0,211,2,12
FRA-Ligue 1,2324,Reims,Maxime Busi,BEL,"FW,DF",24-137,1999,1.3,71,54,17,0,0,0,2,17,0,0,0,0,54,0,2
FRA-Ligue 1,2324,Reims,Mohammed Daramy,DEN,FW,22-052,2002,15.5,445,420,24,0,6,1,12,10,1,0,0,0,339,1,20
FRA-Ligue 1,2324,Reims,Oumar Diakité,CIV,FW,20-070,2003,8.4,149,131,18,1,2,0,2,1,0,0,0,0,115,0,5
FRA-Ligue 1,2324,Reims,Reda Khadra,GER,"FW,MF",22-239,2001,8.2,228,203,23,4,2,1,26,11,6,2,2,0,172,2,8
FRA-Ligue 1,2324,Reims,Sergio Akieme,ESP,DF,26-074,1997,2.3,110,92,18,0,0,0,7,17,0,0,0,0,94,0,3
FRA-Ligue 1,2324,Reims,Teddy Teuma,MLT,MF,30-151,1993,18.2,1240,1075,158,71,6,16,117,12,64,27,31,0,970,7,29
FRA-Ligue 1,2324,Reims,Therence Koudou,FRA,"DF,MF",19-077,2004,1.0,54,45,9,0,0,0,5,9,0,0,0,0,45,0,0
FRA-Ligue 1,2324,Reims,Thibault De Smet,BEL,"DF,FW",25-268,1998,16.1,808,672,132,6,0,2,25,126,0,0,0,0,636,4,25
FRA-Ligue 1,2324,Reims,Thomas Foket,BEL,DF,29-156,1994,17.0,899,724,166,6,0,0,34,160,0,0,0,0,725,9,25
FRA-Ligue 1,2324,Reims,Valentin Atangana Edoa,FRA,MF,18-187,2005,2.4,72,71,1,0,0,0,1,1,0,0,0,0,60,0,1
FRA-Ligue 1,2324,Reims,Yaya Kader Fofana,MLI,"MF,DF",19-261,2004,0.2,16,16,0,0,0,1,1,0,0,0,0,0,9,0,0
FRA-Ligue 1,2324,Reims,Yehvann Diouf,FRA,GK,24-104,1999,23.0,884,730,149,43,0,2,0,0,0,0,0,0,708,5,1
FRA-Ligue 1,2324,Reims,Yunis Abdelhamid,MAR,DF,36-153,1987,19.9,1258,1146,106,37,2,8,1,26,0,0,0,0,1055,6,15
FRA-Ligue 1,2324,Rennes,Adrien Truffert,FRA,DF,22-100,2001,16.6,934,746,183,14,0,1,45,168,1,1,0,0,743,5,18
FRA-Ligue 1,2324,Rennes,Alidu Seidu,GHA,DF,23-269,2000,2.2,89,77,12,2,0,0,0,10,0,0,0,0,74,0,2
FRA-Ligue 1,2324,Rennes,Amine Gouiri,ALG,"FW,MF",24-012,2000,15.8,531,519,11,2,1,0,4,1,4,0,0,0,422,1,19
FRA-Ligue 1,2324,Rennes,Arnaud Kalimuendo,FRA,FW,22-039,2002,14.8,330,297,30,2,1,0,6,0,0,0,0,0,266,3,11
FRA-Ligue 1,2324,Rennes,Arthur Theate,BEL,DF,23-279,2000,18.4,1207,1156,48,33,0,7,7,14,0,0,0,0,1067,3,6
FRA-Ligue 1,2324,Rennes,Azor Matusiwa,NED,MF,25-306,1998,2.4,124,121,3,3,0,0,0,0,0,0,0,0,110,0,1
FRA-Ligue 1,2324,Rennes,Baptiste Santamaria,FRA,MF,28-356,1995,14.3,792,774,16,16,2,3,0,0,0,0,0,0,678,2,11
FRA-Ligue 1,2324,Rennes,Benjamin Bourigeaud,FRA,"MF,DF",30-045,1994,17.8,1054,915,137,40,5,10,107,35,58,20,32,0,820,2,21
FRA-Ligue 1,2324,Rennes,Bertuğ Özgür Yıldırım,TUR,FW,21-231,2002,3.9,82,77,5,0,0,0,1,0,0,0,0,0,58,0,0
FRA-Ligue 1,2324,Rennes,Birger Meling,NOR,DF,29-073,1994,0.2,7,4,3,1,0,0,0,2,0,0,0,0,7,0,0
FRA-Ligue 1,2324,Rennes,Christopher Wooh,CMR,DF,22-163,2001,7.1,325,309,16,15,1,2,2,1,0,0,0,0,268,0,3
FRA-Ligue 1,2324,Rennes,Djaoui Cissé,FRA,MF,20-028,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2324,Rennes,Désiré Doué,FRA,"MF,FW",18-270,2005,9.4,386,364,21,11,2,4,32,0,9,5,4,0,286,1,11
FRA-Ligue 1,2324,Rennes,Enzo Le Fée,FRA,MF,24-025,2000,13.9,811,774,37,22,4,10,22,5,10,3,5,0,695,0,10
FRA-Ligue 1,2324,Rennes,Fabian Rieder,SUI,MF,22-012,2002,2.8,119,114,3,1,0,0,4,0,2,2,0,0,95,2,2
FRA-Ligue 1,2324,Rennes,Guela Doué,FRA,DF,21-134,2002,7.0,352,287,65,2,1,1,23,63,0,0,0,0,260,0,12
FRA-Ligue 1,2324,Rennes,Ibrahim Salah,MAR,"FW,MF",22-182,2001,4.9,191,189,2,0,1,0,16,0,2,0,1,0,145,0,5
FRA-Ligue 1,2324,Rennes,Jeanuël Belocian,FRA,DF,19-011,2005,12.7,707,669,38,6,0,4,10,29,0,0,0,0,628,0,6
FRA-Ligue 1,2324,Rennes,Jeremy Doku,BEL,FW,21-277,2002,1.2,49,49,0,0,0,0,1,0,0,0,0,0,43,0,1
FRA-Ligue 1,2324,Rennes,Jérémy Jacquet,FRA,MF,18-230,2005,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
FRA-Ligue 1,2324,Rennes,Lorenz Assignon,TOG,DF,23-251,2000,11.2,600,491,109,13,0,1,22,96,0,0,0,0,516,0,12
FRA-Ligue 1,2324,Rennes,Lovro Majer,CRO,MF,26-042,1998,0.2,16,15,1,0,0,0,1,0,1,0,1,0,14,0,1
FRA-Ligue 1,2324,Rennes,Ludovic Blas,FRA,"FW,MF",26-059,1997,12.9,337,311,24,8,1,3,31,2,14,5,2,0,262,2,9
FRA-Ligue 1,2324,Rennes,Mahamadou Nagida,CMR,DF,18-245,2005,1.2,65,59,6,0,0,1,12,6,0,0,0,0,47,0,3
FRA-Ligue 1,2324,Rennes,Martin Terrier,FRA,"FW,MF",26-361,1997,10.0,293,283,9,1,2,0,3,0,0,0,0,0,230,1,7
FRA-Ligue 1,2324,Rennes,Mathis Lambourde,FRA,FW,18-050,2006,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
FRA-Ligue 1,2324,Rennes,Nemanja Matić,SRB,MF,35-211,1988,11.4,804,760,41,38,2,5,5,3,0,0,0,0,695,3,14
FRA-Ligue 1,2324,Rennes,Steve Mandanda,FRA,GK,38-337,1985,23.0,872,671,201,60,0,0,0,0,0,0,0,0,609,0,0
FRA-Ligue 1,2324,Rennes,Warmed Omari,FRA,DF,23-311,2000,16.1,906,877,28,23,2,3,0,1,0,0,0,0,811,1,10
FRA-Ligue 1,2324,Strasbourg,Abakar Sylla,CIV,DF,21-065,2002,13.6,827,763,63,18,0,3,2,13,0,0,0,0,713,1,5
FRA-Ligue 1,2324,Strasbourg,Alaa Bellaarouch,MAR,GK,22-058,2002,4.0,113,100,13,5,0,0,0,0,0,0,0,0,88,0,1
FRA-Ligue 1,2324,Strasbourg,Andrey Santos,BRA,MF,19-301,2004,0.4,33,33,0,0,0,0,2,0,0,0,0,0,28,0,2
FRA-Ligue 1,2324,Strasbourg,Dilane Bakwa,FRA,"FW,MF",21-186,2002,15.1,526,427,98,31,4,1,94,18,49,29,16,1,354,1,19
FRA-Ligue 1,2324,Strasbourg,Dion Moise Sahi,CIV,"MF,FW",22-070,2001,5.5,118,112,5,0,0,0,4,1,0,0,0,0,89,1,2
FRA-Ligue 1,2324,Strasbourg,Eduard Sobol,UKR,DF,28-314,1995,0.3,13,11,2,0,0,0,2,2,0,0,0,0,8,0,1
FRA-Ligue 1,2324,Strasbourg,Emanuel Emegha,NED,FW,21-025,2003,15.2,187,175,12,1,0,0,1,1,0,0,0,0,137,0,7
FRA-Ligue 1,2324,Strasbourg,Frederic Guilbert,FRA,"DF,MF",29-066,1994,17.7,897,754,142,27,1,7,50,113,2,0,2,0,662,1,14
FRA-Ligue 1,2324,Strasbourg,Gerzino Nyamsi,FRA,DF,27-037,1997,12.1,632,595,37,29,0,6,1,0,0,0,0,0,555,0,6
FRA-Ligue 1,2324,Strasbourg,Ibrahima Sissoko,MLI,MF,26-124,1997,11.6,455,445,8,8,1,2,1,0,0,0,0,0,363,2,3
FRA-Ligue 1,2324,Strasbourg,Ismaël Doukouré,FRA,"MF,DF",20-219,2003,14.4,581,545,36,19,4,6,0,8,0,0,0,0,493,0,7
FRA-Ligue 1,2324,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",25-246,1998,3.0,96,88,6,1,0,0,8,0,5,3,2,0,67,2,1
FRA-Ligue 1,2324,Strasbourg,Jessy Deminguet,FRA,"MF,FW",26-052,1998,7.6,252,226,24,12,1,2,9,5,7,2,1,0,217,2,1
FRA-Ligue 1,2324,Strasbourg,Junior Mwanga,FRA,MF,20-293,2003,14.0,470,437,31,12,5,4,3,1,0,0,0,0,377,2,14
FRA-Ligue 1,2324,Strasbourg,Jérémy Sebas,MTQ,FW,20-320,2003,0.7,12,12,0,0,0,0,1,0,0,0,0,0,11,0,0
