,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,2324,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30-048,1994,10.5,427,25,94,203,136,22,427,11,2,18.2,7,63.6,251,1103,420,11,10,2,14,13,260,40
ITA-Serie A,2324,Empoli,Etrit Berisha,ALB,GK,34-355,1989,14.0,532,456,530,2,0,0,532,0,0,,0,,314,1627,997,0,0,0,1,0,245,0
ITA-Serie A,2324,Empoli,Filippo Ranocchia,ITA,"MF,DF",22-290,2001,5.3,284,19,69,165,51,4,284,10,6,60.0,2,20.0,158,899,359,5,4,0,12,8,174,11
ITA-Serie A,2324,Empoli,Francesco Caputo,ITA,FW,36-206,1987,12.2,261,3,12,130,120,43,260,8,4,50.0,4,50.0,158,597,183,6,6,3,21,11,197,57
ITA-Serie A,2324,Empoli,Giacomo Corona,ITA,FW,20-004,2004,0.1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Giuseppe Pezzella,ITA,DF,26-091,1997,3.8,302,15,81,144,79,1,302,12,4,33.3,8,66.7,179,1193,757,22,10,0,2,2,200,11
ITA-Serie A,2324,Empoli,Jacopo Fazzini,ITA,MF,20-349,2003,9.5,526,18,119,240,176,23,526,23,14,60.9,7,30.4,269,1530,726,17,14,5,20,15,283,38
ITA-Serie A,2324,Empoli,Liam Henderson,SCO,MF,27-309,1996,0.1,5,0,0,4,1,0,5,0,0,,0,,3,24,1,0,0,0,0,0,3,0
ITA-Serie A,2324,Empoli,Liberato Cacace,NZL,DF,23-154,2000,16.8,1060,55,350,485,243,9,1060,42,17,40.5,21,50.0,557,3095,1575,24,23,2,15,17,566,44
ITA-Serie A,2324,Empoli,M'Baye Niang,SEN,FW,29-071,1994,1.1,53,3,8,21,24,8,50,1,0,0.0,1,100.0,21,78,23,0,0,0,9,0,30,6
ITA-Serie A,2324,Empoli,Matteo Cancellieri,ITA,"FW,MF",22-016,2002,14.4,511,19,89,188,250,58,511,77,29,37.7,35,45.5,329,2544,1162,40,29,22,30,26,347,91
ITA-Serie A,2324,Empoli,Mattia Destro,ITA,"FW,MF",32-345,1991,2.4,65,0,5,34,26,9,65,2,1,50.0,0,0.0,30,132,71,2,3,0,6,1,47,12
ITA-Serie A,2324,Empoli,Nicolas Haas,SUI,MF,28-036,1996,1.0,63,4,15,36,12,1,63,0,0,,0,,35,141,35,0,1,0,1,0,41,4
ITA-Serie A,2324,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",23-062,2000,20.2,757,7,68,261,445,84,757,63,18,28.6,32,50.8,533,4631,1982,89,35,33,43,27,546,145
ITA-Serie A,2324,Empoli,Roberto Piccoli,ITA,FW,23-032,2001,0.4,10,0,0,4,6,1,10,1,0,0.0,1,100.0,5,12,1,0,0,0,1,0,6,0
ITA-Serie A,2324,Empoli,Răzvan Marin,ROU,MF,27-281,1996,11.7,638,28,131,342,172,8,638,22,10,45.5,11,50.0,331,1616,697,11,11,2,15,12,376,22
ITA-Serie A,2324,Empoli,Samuele Perisan,ITA,GK,26-191,1997,1.0,33,32,33,0,0,0,33,0,0,,0,,13,61,53,0,0,0,0,0,12,0
ITA-Serie A,2324,Empoli,Sebastian Walukiewicz,POL,DF,23-329,2000,14.8,875,171,529,329,25,3,875,4,3,75.0,1,25.0,494,3016,1650,11,11,0,6,1,533,2
ITA-Serie A,2324,Empoli,Sebastiano Luperto,ITA,DF,27-175,1996,26.0,1548,214,835,646,78,18,1548,5,3,60.0,2,40.0,918,4123,2083,7,10,0,7,0,1004,9
ITA-Serie A,2324,Empoli,Simone Bastoni,ITA,"DF,MF",27-115,1996,4.1,276,26,85,116,79,8,276,5,2,40.0,3,60.0,128,667,334,6,8,0,4,3,132,15
ITA-Serie A,2324,Empoli,Steven Shpendi,ALB,"FW,MF",20-285,2003,4.4,118,0,8,57,55,17,118,8,2,25.0,5,62.5,77,335,102,3,1,2,20,9,88,31
ITA-Serie A,2324,Empoli,Szymon Żurkowski,POL,MF,26-156,1997,5.0,203,5,29,113,65,10,203,6,2,33.3,2,33.3,130,798,415,15,11,2,13,10,132,22
ITA-Serie A,2324,Empoli,Tommaso Baldanzi,ITA,"MF,FW",20-342,2003,8.3,347,2,28,151,176,26,347,26,7,26.9,16,61.5,230,1420,641,20,16,6,19,13,260,40
ITA-Serie A,2324,Empoli,Tyronne Ebuehi,NGA,DF,28-074,1995,11.9,660,44,261,257,148,20,660,13,4,30.8,7,53.8,344,2018,1216,34,14,6,18,4,358,35
ITA-Serie A,2324,Empoli,Viktor Kovalenko,UKR,MF,28-014,1996,4.8,245,8,47,119,79,9,245,8,1,12.5,7,87.5,129,445,186,4,0,1,8,6,159,20
ITA-Serie A,2324,Empoli,Youssef Maleh,MAR,MF,25-190,1998,20.4,964,38,230,483,262,21,964,13,7,53.8,5,38.5,473,2133,964,12,17,3,28,13,563,51
ITA-Serie A,2324,Fiorentina,Alfred Duncan,GHA,MF,30-355,1993,15.8,881,22,113,515,264,13,881,30,14,46.7,13,43.3,492,2215,1067,18,21,2,11,11,565,34
ITA-Serie A,2324,Fiorentina,Andrea Belotti,ITA,FW,30-070,1993,4.1,110,1,5,40,67,15,110,3,1,33.3,0,0.0,58,256,116,7,3,2,8,4,77,21
ITA-Serie A,2324,Fiorentina,Antonín Barák,CZE,MF,29-087,1994,2.8,180,2,18,76,87,13,180,7,3,42.9,3,42.9,115,707,276,9,13,0,6,7,138,24
ITA-Serie A,2324,Fiorentina,Arthur Melo,BRA,MF,27-200,1996,17.7,1336,40,274,827,257,6,1336,13,7,53.8,3,23.1,895,5107,1888,17,31,2,14,13,991,23
ITA-Serie A,2324,Fiorentina,Christian Kouamé,CIV,FW,26-084,1997,7.6,437,7,38,181,224,27,437,21,7,33.3,14,66.7,256,1055,338,8,9,2,33,22,328,78
ITA-Serie A,2324,Fiorentina,Cristiano Biraghi,ITA,DF,31-180,1992,19.2,1559,42,331,694,546,11,1559,12,4,33.3,7,58.3,743,3335,1748,46,44,2,8,5,882,84
ITA-Serie A,2324,Fiorentina,Davide Faraoni,ITA,DF,32-126,1991,3.2,234,13,46,126,62,3,234,4,1,25.0,3,75.0,135,761,399,6,1,1,4,2,146,13
ITA-Serie A,2324,Fiorentina,Dodô,BRA,DF,25-103,1998,3.0,210,9,43,114,54,1,210,7,2,28.6,3,42.9,142,930,497,12,6,1,4,0,147,10
ITA-Serie A,2324,Fiorentina,Fabiano Parisi,ITA,DF,23-111,2000,11.1,833,38,238,401,208,19,833,29,16,55.2,7,24.1,510,3458,1874,33,30,5,19,8,502,47
ITA-Serie A,2324,Fiorentina,Giacomo Bonaventura,ITA,MF,34-190,1989,19.3,1054,8,78,560,427,57,1053,42,23,54.8,15,35.7,713,3724,1645,47,53,12,37,22,803,86
ITA-Serie A,2324,Fiorentina,Gino Infantino,ARG,MF,20-285,2003,0.9,51,0,4,32,15,1,51,3,3,100.0,0,0.0,39,134,49,0,1,0,1,4,41,4
ITA-Serie A,2324,Fiorentina,Jonathan Ikone,FRA,FW,25-302,1998,12.7,460,5,38,194,235,58,460,31,14,45.2,13,41.9,312,2316,927,31,15,26,21,20,343,114
ITA-Serie A,2324,Fiorentina,Josip Brekalo,CRO,FW,25-250,1998,7.2,346,2,37,147,168,18,346,18,8,44.4,9,50.0,231,1320,542,14,11,7,10,3,264,69
ITA-Serie A,2324,Fiorentina,Lorenzo Amatucci,ITA,MF,20-023,2004,0.2,26,0,1,15,10,1,26,0,0,,0,,13,52,17,1,0,0,0,0,17,1
ITA-Serie A,2324,Fiorentina,Luca Ranieri,ITA,DF,24-311,1999,14.4,954,71,426,478,56,9,954,6,2,33.3,4,66.7,604,2780,1611,8,13,0,6,0,623,3
ITA-Serie A,2324,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22-336,2001,14.2,479,11,31,191,260,68,478,24,9,37.5,13,54.2,281,1053,335,6,6,3,48,23,348,84
ITA-Serie A,2324,Fiorentina,Lucas Martínez Quarta,ARG,DF,27-294,1996,18.4,1407,81,570,753,93,27,1407,22,9,40.9,13,59.1,883,4974,2545,12,14,2,11,4,926,12
ITA-Serie A,2324,Fiorentina,M'Bala Nzola,ANG,FW,27-194,1996,14.1,453,20,30,158,270,76,452,24,11,45.8,11,45.8,285,1448,418,18,14,9,57,33,347,122
ITA-Serie A,2324,Fiorentina,Maxime Lopez,FRA,MF,26-086,1997,4.2,325,10,57,207,61,5,325,2,0,0.0,2,100.0,205,1043,521,7,5,0,3,1,221,5
ITA-Serie A,2324,Fiorentina,Michael Kayode,ITA,DF,19-233,2004,15.0,1016,52,333,443,249,13,1016,29,14,48.3,13,44.8,524,3133,1403,30,23,3,20,7,591,59
ITA-Serie A,2324,Fiorentina,Nicolás González,ARG,FW,25-328,1998,14.3,739,13,64,326,361,91,736,66,25,37.9,33,50.0,469,2766,1251,40,38,13,34,23,561,130
ITA-Serie A,2324,Fiorentina,Nikola Milenković,SRB,DF,26-139,1997,20.1,1315,111,703,565,48,20,1315,2,2,100.0,0,0.0,720,3340,1695,4,9,1,5,2,866,6
ITA-Serie A,2324,Fiorentina,Oliver Christensen,DEN,GK,24-343,1999,2.0,90,68,90,0,0,0,90,0,0,,0,,61,238,118,0,0,0,0,0,59,0
ITA-Serie A,2324,Fiorentina,Pietro Comuzzo,ITA,"DF,FW",19-008,2005,0.3,21,1,10,11,0,0,21,0,0,,0,,8,50,0,0,0,0,0,0,9,0
ITA-Serie A,2324,Fiorentina,Pietro Terracciano,ITA,GK,33-357,1990,24.0,944,784,941,3,0,0,944,0,0,,0,,535,2515,1634,0,0,0,1,1,539,0
ITA-Serie A,2324,Fiorentina,Riccardo Sottil,ITA,FW,24-270,1999,7.6,349,2,19,110,229,41,349,38,12,31.6,16,42.1,251,2156,1134,43,21,14,16,8,278,91
ITA-Serie A,2324,Fiorentina,Rolando Mandragora,ITA,MF,26-244,1997,12.3,634,18,104,366,167,16,634,10,5,50.0,4,40.0,340,1130,484,4,3,0,7,6,415,23
ITA-Serie A,2324,Fiorentina,Yerry Mina,COL,"DF,MF",29-158,1994,0.5,21,1,8,11,2,1,21,0,0,,0,,8,46,4,0,0,0,0,0,9,1
ITA-Serie A,2324,Frosinone,Abdou Harroui,NED,"MF,FW",26-046,1998,9.3,461,9,68,222,180,23,460,34,15,44.1,16,47.1,257,1697,860,29,22,5,24,5,316,45
ITA-Serie A,2324,Frosinone,Anthony Oyono,GAB,DF,22-322,2001,13.3,769,45,233,357,185,16,769,27,12,44.4,13,48.1,392,2206,1202,35,19,7,23,11,424,39
ITA-Serie A,2324,Frosinone,Arijon Ibrahimović,GER,"FW,DF",18-079,2005,4.8,256,4,34,107,119,19,256,9,3,33.3,4,44.4,172,815,361,10,7,7,16,6,198,49
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22-230,2001,20.6,1430,189,769,625,46,12,1430,0,0,,0,,774,4241,2392,13,7,0,12,3,865,2
ITA-Serie A,2324,Frosinone,Demba Seck,SEN,FW,23-018,2001,2.2,74,1,6,31,37,3,74,4,2,50.0,2,50.0,43,284,136,4,5,0,2,0,46,8
ITA-Serie A,2324,Frosinone,Emanuele Valeri,ITA,DF,25-083,1998,3.2,175,15,57,62,59,5,175,9,4,44.4,5,55.6,75,531,303,11,6,2,3,4,88,19
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22-282,2001,21.1,1562,79,456,958,162,11,1562,13,6,46.2,6,46.2,766,3079,1168,8,9,0,14,13,1004,18
ITA-Serie A,2324,Frosinone,Farés Ghedjemis,FRA,"MF,FW",21-175,2002,1.1,50,2,9,17,26,4,50,6,2,33.3,4,66.7,32,253,74,3,1,2,2,1,36,11
ITA-Serie A,2324,Frosinone,Francesco Gelli,ITA,"DF,MF",27-136,1996,14.6,775,27,164,355,266,18,775,36,12,33.3,16,44.4,433,2494,1211,36,19,8,30,12,500,74
ITA-Serie A,2324,Frosinone,Gennaro Borrelli,ITA,FW,23-355,2000,0.3,1,0,0,0,1,0,1,1,0,0.0,0,0.0,1,11,2,1,0,0,0,0,1,1
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",21-021,2003,0.7,49,0,8,22,19,1,49,5,3,60.0,2,40.0,29,206,49,0,1,0,4,3,37,6
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,"FW,MF",25-081,1998,4.6,178,1,11,54,120,13,178,36,15,41.7,18,50.0,129,952,451,15,14,6,15,10,141,37
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,22-071,2001,16.1,1129,142,602,455,76,12,1129,9,5,55.6,4,44.4,586,2343,1219,4,5,0,4,3,727,18
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"FW,MF",28-309,1995,5.5,246,5,31,109,110,14,246,10,5,50.0,3,30.0,142,888,429,12,6,2,11,11,172,39
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,22-035,2002,8.5,230,0,9,111,115,38,229,17,5,29.4,12,70.6,134,564,178,6,6,4,23,9,153,45
ITA-Serie A,2324,Frosinone,Karlo Lulić,CRO,MF,27-294,1996,0.2,14,0,2,10,2,0,14,0,0,,0,,10,49,15,1,1,0,0,0,9,0
ITA-Serie A,2324,Frosinone,Kevin Bonifazi,ITA,DF,27-285,1996,1.0,69,13,41,25,3,0,69,0,0,,0,,34,143,31,0,0,0,1,0,46,0
ITA-Serie A,2324,Frosinone,Luca Garritano,ITA,"MF,DF",30-017,1994,5.3,277,13,74,118,87,12,277,5,0,0.0,5,100.0,137,719,305,6,2,1,7,2,168,22
ITA-Serie A,2324,Frosinone,Luca Mazzitelli,ITA,MF,28-105,1995,16.5,1102,55,249,655,206,23,1102,12,6,50.0,5,41.7,566,2435,828,12,11,1,16,20,781,37
ITA-Serie A,2324,Frosinone,Luigi Canotto,ITA,FW,29-285,1994,0.2,4,0,2,2,0,0,4,1,1,100.0,0,0.0,5,9,4,0,0,0,0,2,3,1
ITA-Serie A,2324,Frosinone,Marco Brescianini,ITA,"MF,DF",24-039,2000,15.4,702,34,187,347,172,22,702,23,13,56.5,9,39.1,377,1755,759,24,15,8,21,26,459,51
ITA-Serie A,2324,Frosinone,Marvin Cuni,ALB,FW,22-233,2001,5.2,168,1,11,80,79,22,168,13,3,23.1,7,53.8,88,401,98,4,4,2,20,10,123,37
ITA-Serie A,2324,Frosinone,Mateus Lusuardi,BRA,DF,20-051,2004,2.4,175,12,56,99,20,1,175,1,1,100.0,0,0.0,93,505,257,2,3,0,1,1,115,0
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"FW,MF",20-319,2003,23.2,1394,14,154,628,637,71,1390,166,75,45.2,77,46.4,893,5961,2793,79,83,26,67,57,1020,149
ITA-Serie A,2324,Frosinone,Mehdi Bourabia,MAR,MF,32-205,1991,2.2,129,5,34,70,26,2,129,1,0,0.0,1,100.0,66,250,78,1,1,0,8,0,80,8
ITA-Serie A,2324,Frosinone,Michele Cerofolini,ITA,GK,25-055,1999,2.0,75,67,75,0,0,0,75,0,0,,0,,31,184,121,0,0,0,0,0,33,0
ITA-Serie A,2324,Frosinone,Nadir Zortea,ITA,DF,24-254,1999,2.0,118,6,28,55,36,4,118,5,2,40.0,2,40.0,62,341,171,5,2,2,2,2,70,7
ITA-Serie A,2324,Frosinone,Pol Lirola,ESP,"DF,MF",26-199,1997,7.5,428,26,147,172,114,6,428,4,1,25.0,3,75.0,186,947,531,13,7,1,5,0,243,35
ITA-Serie A,2324,Frosinone,Przemysław Szymiński,POL,MF,29-249,1994,0.1,3,1,3,0,0,0,3,0,0,,0,,1,6,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Reinier,BRA,"MF,FW",22-040,2002,8.2,365,9,55,171,145,26,365,13,6,46.2,6,46.2,201,960,397,7,7,1,17,11,251,30
ITA-Serie A,2324,Frosinone,Riccardo Marchizza,ITA,DF,25-339,1998,12.8,644,38,229,262,154,16,644,8,3,37.5,5,62.5,306,1138,561,6,3,1,9,1,372,39
ITA-Serie A,2324,Frosinone,Simone Romagnoli,ITA,DF,34-019,1990,19.4,1204,277,749,433,25,9,1204,0,0,,0,,518,2431,1199,1,1,0,3,0,699,1
ITA-Serie A,2324,Frosinone,Stefano Turati,ITA,GK,22-176,2001,24.0,935,836,930,5,0,0,935,0,0,,0,,590,3018,1803,0,0,0,0,0,535,0
ITA-Serie A,2324,Frosinone,Walid Cheddira,MAR,FW,26-037,1998,12.5,327,8,17,158,154,44,326,18,5,27.8,12,66.7,185,779,262,11,4,6,41,19,242,62
ITA-Serie A,2324,Genoa,Aarón Martín,ESP,DF,26-312,1997,8.4,402,12,85,153,167,4,402,9,3,33.3,6,66.7,210,982,443,13,10,3,6,2,232,47
ITA-Serie A,2324,Genoa,Alan Matturro,URU,DF,19-140,2004,1.0,36,6,13,17,6,1,36,1,1,100.0,0,0.0,13,41,7,0,0,0,3,0,14,1
ITA-Serie A,2324,Genoa,Albert Guðmundsson,ISL,"FW,MF",26-258,1997,23.8,1099,13,121,522,477,48,1097,81,36,44.4,33,40.7,656,4395,1948,52,47,11,72,39,736,118
ITA-Serie A,2324,Genoa,Alessandro Vogliacco,ITA,DF,25-167,1998,6.3,340,32,134,176,32,5,340,5,2,40.0,2,40.0,157,620,328,5,4,4,3,1,174,7
ITA-Serie A,2324,Genoa,Berkan Kutlu,TUR,MF,26-034,1998,2.2,97,5,27,38,33,5,97,2,0,0.0,1,50.0,46,235,96,4,0,2,0,3,52,9
ITA-Serie A,2324,Genoa,Caleb Ekuban,GHA,"FW,MF",29-342,1994,8.0,265,8,25,97,148,31,265,13,6,46.2,7,53.8,174,753,263,8,5,5,38,10,204,65
ITA-Serie A,2324,Genoa,Davide Biraschi,ITA,DF,29-241,1994,1.0,48,5,20,21,7,1,48,1,1,100.0,0,0.0,19,76,46,0,2,0,0,0,21,4
ITA-Serie A,2324,Genoa,Djed Spence,ENG,"DF,MF",23-203,2000,2.6,108,4,29,50,31,7,108,7,4,57.1,3,42.9,51,301,176,7,5,2,3,3,59,8
ITA-Serie A,2324,Genoa,Emil Bohinen,NOR,FW,24-353,1999,0.0,3,0,1,0,2,0,3,0,0,,0,,0,0,0,0,0,0,0,1,1,0
ITA-Serie A,2324,Genoa,Filip Jagiełło,POL,MF,26-204,1997,0.4,20,2,6,8,7,0,20,0,0,,0,,16,102,33,1,3,0,0,2,16,2
ITA-Serie A,2324,Genoa,George Pușcaș,ROU,FW,27-326,1996,2.1,92,2,2,45,46,17,92,3,1,33.3,2,66.7,58,319,119,5,5,3,10,6,75,17
ITA-Serie A,2324,Genoa,Giorgio Cittadini,ITA,DF,21-316,2002,0.0,3,2,2,1,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Genoa,Johan Vásquez,MEX,DF,25-129,1998,20.9,1154,113,485,506,169,42,1154,13,7,53.8,3,23.1,530,2325,1195,17,17,2,16,9,603,43
ITA-Serie A,2324,Genoa,Josep Martinez,ESP,GK,25-277,1998,25.0,1030,758,1019,10,1,0,1030,2,2,100.0,0,0.0,687,4575,2910,0,0,0,0,0,547,0
ITA-Serie A,2324,Genoa,Junior Messias,BRA,"MF,DF",32-291,1991,6.5,274,15,55,114,113,18,274,29,13,44.8,11,37.9,162,1360,770,25,16,5,15,5,187,44
ITA-Serie A,2324,Genoa,Kevin Strootman,NED,MF,34-015,1990,9.6,559,26,127,343,92,4,559,5,3,60.0,1,20.0,315,1296,621,9,10,0,7,8,373,14
ITA-Serie A,2324,Genoa,Koni De Winter,BEL,DF,21-261,2002,16.4,886,108,449,367,76,18,886,6,4,66.7,2,33.3,490,2635,1286,16,5,1,16,9,521,13
ITA-Serie A,2324,Genoa,Mateo Retegui,ITA,FW,24-305,1999,15.9,466,17,49,209,213,62,466,23,6,26.1,15,65.2,266,1018,235,10,8,6,46,23,343,79
ITA-Serie A,2324,Genoa,Mattia Bani,ITA,DF,30-080,1993,19.7,1105,186,709,371,29,16,1105,3,1,33.3,1,33.3,599,2705,1222,4,2,0,9,2,652,4
ITA-Serie A,2324,Genoa,Milan Badelj,CRO,MF,35-003,1989,19.2,1131,52,276,695,170,15,1131,21,13,61.9,7,33.3,610,2389,1090,12,10,1,18,13,713,16
ITA-Serie A,2324,Genoa,Morten Frendrup,DEN,MF,22-327,2001,24.2,1148,46,271,629,259,33,1148,19,12,63.2,6,31.6,517,2594,1105,29,15,3,36,9,577,52
ITA-Serie A,2324,Genoa,Morten Thorsby,NOR,MF,27-299,1996,7.6,273,13,46,138,90,7,273,8,3,37.5,4,50.0,122,509,142,1,3,0,15,12,171,22
ITA-Serie A,2324,Genoa,Nicola Leali,ITA,GK,31-011,1993,1.0,49,36,49,0,0,0,49,0,0,,0,,30,185,126,0,0,0,0,0,29,0
ITA-Serie A,2324,Genoa,Pablo Galdames Millán,CHI,"MF,DF",27-060,1996,0.1,26,0,1,19,6,1,26,0,0,,0,,9,47,24,0,0,0,1,0,16,1
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,22-025,2002,19.0,909,173,487,347,80,28,909,1,0,0.0,1,100.0,447,1898,922,6,6,1,5,4,495,13
ITA-Serie A,2324,Genoa,Ridgeciano Haps,SUR,"DF,FW",30-261,1993,6.4,211,8,53,70,89,13,211,8,2,25.0,6,75.0,121,584,241,11,2,5,12,5,129,34
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,30-300,1993,15.4,790,23,172,446,184,3,790,26,10,38.5,12,46.2,478,2778,1175,20,23,0,21,18,547,27
ITA-Serie A,2324,Genoa,Seydou Fini,ITA,"DF,FW",17-271,2006,0.4,19,0,1,6,12,1,19,1,0,0.0,1,100.0,11,64,23,1,2,0,1,1,13,2
ITA-Serie A,2324,Genoa,Silvan Hefti,SUI,"MF,DF",26-126,1997,1.3,52,3,17,24,11,0,52,1,0,0.0,1,100.0,15,103,49,1,0,0,1,0,20,4
ITA-Serie A,2324,Genoa,Stefano Sabelli,ITA,DF,31-046,1993,20.7,937,41,235,386,325,14,937,21,3,14.3,15,71.4,479,2712,1389,56,36,4,30,9,526,74
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,DF",23-350,2000,0.3,17,1,4,7,7,2,17,1,0,0.0,1,100.0,10,33,19,0,0,0,0,0,10,2
ITA-Serie A,2324,Hellas Verona,Bruno Amione,ARG,DF,22-056,2002,6.4,344,22,176,157,15,7,344,2,1,50.0,1,50.0,190,918,402,2,3,0,8,1,188,2
ITA-Serie A,2324,Hellas Verona,Charlys,BRA,MF,20-009,2004,0.0,2,0,0,1,1,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0
ITA-Serie A,2324,Hellas Verona,Cyril Ngonge,BEL,"FW,MF",23-278,2000,15.9,567,14,49,226,306,56,567,66,29,43.9,33,50.0,350,2467,1197,53,29,19,53,19,405,117
ITA-Serie A,2324,Hellas Verona,Daniel Bandeira,POR,"MF,FW",23-323,2000,1.5,60,5,10,39,11,0,60,2,2,100.0,0,0.0,33,216,127,3,1,0,1,2,32,1
ITA-Serie A,2324,Hellas Verona,Darko Lazović,SRB,"FW,DF",33-166,1990,12.3,464,12,87,195,184,33,464,15,2,13.3,10,66.7,259,1479,727,25,15,7,10,8,304,73
ITA-Serie A,2324,Hellas Verona,Davide Faraoni,ITA,DF,32-126,1991,6.7,386,20,94,194,102,12,386,7,3,42.9,4,57.1,190,782,400,13,8,1,14,2,211,31
ITA-Serie A,2324,Hellas Verona,Diego Coppola,ITA,DF,20-062,2003,8.1,449,54,269,172,12,9,449,0,0,,0,,216,953,386,0,1,0,5,3,214,0
ITA-Serie A,2324,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22-304,2001,0.4,9,0,3,3,3,0,9,0,0,,0,,6,49,23,1,1,0,0,0,7,0
ITA-Serie A,2324,Hellas Verona,Fabien Centonze,FRA,DF,28-043,1996,1.0,53,6,17,26,10,0,53,1,0,0.0,1,100.0,22,91,54,2,1,0,1,0,24,2
ITA-Serie A,2324,Hellas Verona,Federico Bonazzoli,ITA,"FW,MF",26-283,1997,7.2,295,1,13,153,132,26,295,10,6,60.0,3,30.0,205,1011,271,9,8,2,21,8,233,53
ITA-Serie A,2324,Hellas Verona,Filippo Terracciano,ITA,DF,21-020,2003,14.4,860,36,271,426,172,8,860,31,13,41.9,10,32.3,464,2728,1352,26,21,1,18,19,460,28
ITA-Serie A,2324,Hellas Verona,Giangiacomo Magnani,ITA,DF,28-147,1995,19.6,956,110,446,467,46,12,956,10,6,60.0,2,20.0,524,2704,1447,13,12,2,13,1,532,8
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,25-046,1999,9.6,505,65,274,227,14,6,505,7,2,28.6,4,57.1,251,1373,682,8,3,0,7,8,246,1
ITA-Serie A,2324,Hellas Verona,Jackson Tchatchoua,BEL,DF,22-167,2001,13.4,696,49,221,338,144,7,696,12,5,41.7,6,50.0,311,1842,972,26,17,4,5,4,321,55
ITA-Serie A,2324,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24-349,1999,3.4,98,2,10,39,49,11,98,5,2,40.0,2,40.0,66,581,225,10,2,5,8,7,72,22
ITA-Serie A,2324,Hellas Verona,Josh Doig,SCO,DF,21-286,2002,9.2,426,21,125,201,106,13,426,21,10,47.6,9,42.9,216,1407,637,23,16,3,16,5,237,22
ITA-Serie A,2324,Hellas Verona,Juan Cabal,COL,DF,23-051,2001,6.5,425,20,120,219,94,6,425,10,5,50.0,5,50.0,220,1082,675,17,9,0,11,5,231,28
ITA-Serie A,2324,Hellas Verona,Juan Cruz,ARG,"FW,MF",24-224,1999,1.2,36,0,2,16,20,2,36,2,1,50.0,1,50.0,18,119,55,3,2,0,2,0,27,4
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-036,1997,1.9,46,4,7,18,22,1,46,0,0,,0,,21,58,14,0,1,0,5,1,26,3
ITA-Serie A,2324,Hellas Verona,Lorenzo Montipò,ITA,GK,28-008,1996,26.0,1005,773,1000,4,1,1,1005,0,0,,0,,508,2665,1396,0,0,0,1,0,450,0
ITA-Serie A,2324,Hellas Verona,Martin Hongla,CMR,MF,25-349,1998,12.0,570,36,147,369,60,1,570,12,9,75.0,3,25.0,317,1758,780,6,9,1,8,6,316,6
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,NGA,"MF,FW",26-021,1998,23.4,910,52,189,478,265,36,910,53,19,35.8,30,56.6,512,3210,1432,45,30,5,43,30,537,81
ITA-Serie A,2324,Hellas Verona,Milan Đurić,BIH,FW,33-282,1990,13.4,421,14,41,227,153,46,418,3,2,66.7,1,33.3,183,529,151,3,6,1,22,8,352,33
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-085,1994,19.4,1046,38,199,626,240,12,1045,30,17,56.7,10,33.3,579,3289,1263,28,26,5,37,17,590,38
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,28-284,1995,17.1,1067,146,566,474,33,10,1067,4,4,100.0,0,0.0,617,3149,1476,8,7,0,10,3,617,4
ITA-Serie A,2324,Hellas Verona,Reda Belahyane,FRA,MF,19-272,2004,0.2,5,1,2,2,2,0,5,0,0,,0,,2,19,17,1,1,0,0,0,1,0
