,,,,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2324,Wolfsburg,Kevin Behrens,GER,FW,33-016,1991,2.8,39,70,55.7,519,46,22,39,56.4,14,20,70.0,1,3,33.3,1,0.3,0.2,0.7,3,1,1,0,5
GER-Bundesliga,2324,Wolfsburg,Kevin Paredes,USA,"MF,FW",20-288,2003,8.0,201,264,76.1,2833,686,117,137,85.4,65,86,75.6,9,21,42.9,0,0.8,1.1,-0.8,9,14,8,3,20
GER-Bundesliga,2324,Wolfsburg,Kilian Fischer,GER,DF,23-130,2000,0.1,4,5,80.0,43,20,4,4,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Koen Casteels,BEL,GK,31-239,1992,18.0,494,671,73.6,14807,10500,73,73,100.0,224,229,97.8,196,365,53.7,0,0.2,0.0,-0.2,1,16,0,0,1
GER-Bundesliga,2324,Wolfsburg,Kofi Amoako,GER,MF,18-289,2005,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Lovro Majer,CRO,"MF,FW",26-033,1998,16.9,495,698,70.9,7810,2224,246,292,84.2,196,253,77.5,31,78,39.7,3,2.4,2.5,0.6,28,56,20,2,89
GER-Bundesliga,2324,Wolfsburg,Lukas Nmecha,GER,FW,25-067,1998,0.2,0,3,0.0,0,0,0,3,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Mattias Svanberg,SWE,MF,25-045,1999,16.5,458,668,68.6,7367,2507,230,286,80.4,173,233,74.2,33,90,36.7,3,2.0,2.2,1.0,23,53,13,2,73
GER-Bundesliga,2324,Wolfsburg,Maxence Lacroix,FRA,DF,23-319,2000,16.4,863,1003,86.0,18163,6592,245,271,90.4,494,549,90.0,120,159,75.5,0,0.5,0.7,-0.5,5,65,3,2,57
GER-Bundesliga,2324,Wolfsburg,Maximilian Arnold,GER,MF,29-268,1994,15.9,713,896,79.6,14291,4121,256,289,88.6,339,385,88.1,108,195,55.4,0,1.8,1.9,-1.8,23,85,17,6,83
GER-Bundesliga,2324,Wolfsburg,Moritz Jenz,GER,DF,24-295,1999,14.0,611,702,87.0,11411,4671,190,204,93.1,372,405,91.9,42,78,53.8,1,0.3,0.4,0.7,4,27,1,0,37
GER-Bundesliga,2324,Wolfsburg,Nicolas Cozza,FRA,DF,25-042,1999,3.1,147,192,76.6,2373,782,76,88,86.4,61,79,77.2,8,18,44.4,0,0.1,0.2,-0.1,2,19,2,2,16
GER-Bundesliga,2324,Wolfsburg,Patrick Wimmer,AUT,FW,22-265,2001,3.1,59,88,67.0,932,267,35,45,77.8,18,26,69.2,3,8,37.5,0,0.1,0.1,-0.1,4,6,1,0,7
GER-Bundesliga,2324,Wolfsburg,Pavao Pervan,AUT,GK,36-098,1987,4.0,109,146,74.7,2645,1742,31,31,100.0,50,51,98.0,27,63,42.9,0,0.0,0.0,0.0,0,1,0,0,0
GER-Bundesliga,2324,Wolfsburg,Ridle Baku,GER,"DF,MF",25-317,1998,12.1,491,643,76.4,8011,2592,242,276,87.7,195,255,76.5,44,78,56.4,0,2.2,2.1,-2.2,16,34,17,9,48
GER-Bundesliga,2324,Wolfsburg,Rogério,BRA,DF,26-037,1998,10.0,450,546,82.4,7129,2771,237,258,91.9,181,222,81.5,24,38,63.2,0,0.4,0.9,-0.4,6,29,11,8,57
GER-Bundesliga,2324,Wolfsburg,Sebastiaan Bornauw,BEL,DF,24-334,1999,8.2,371,427,86.9,7137,2560,121,131,92.4,214,229,93.4,35,64,54.7,0,0.1,0.1,-0.1,2,19,0,0,23
GER-Bundesliga,2324,Wolfsburg,Tiago Tomás,POR,"FW,MF",21-248,2002,7.4,122,189,64.6,1748,320,72,94,76.6,37,62,59.7,8,16,50.0,0,0.6,0.8,-0.6,7,2,8,0,13
GER-Bundesliga,2324,Wolfsburg,Václav Černý,CZE,"FW,MF",26-125,1997,9.1,212,310,68.4,3195,1089,122,147,83.0,58,92,63.0,18,38,47.4,1,0.9,2.4,0.1,14,19,21,2,33
GER-Bundesliga,2324,Wolfsburg,Yannick Gerhardt,GER,"MF,FW",29-343,1994,9.4,249,330,75.5,3766,921,125,154,81.2,93,119,78.2,13,24,54.2,0,0.3,0.7,-0.3,8,18,3,2,18
ITA-Serie A,2324,Atalanta,Ademola Lookman,NGA,"FW,MF",26-122,1997,12.3,348,463,75.2,4908,1386,204,239,85.4,111,138,80.4,13,37,35.1,3,2.5,2.6,0.5,25,27,19,0,58
ITA-Serie A,2324,Atalanta,Aleksei Miranchuk,RUS,"MF,FW",28-125,1995,7.2,242,349,69.3,4231,1418,108,131,82.4,97,122,79.5,28,71,39.4,3,2.7,3.0,0.3,25,21,18,6,45
ITA-Serie A,2324,Atalanta,Berat Djimsiti,ALB,DF,31-000,1993,22.0,1015,1148,88.4,19692,6102,319,365,87.4,580,619,93.7,102,134,76.1,0,0.6,0.3,-0.6,5,18,2,1,42
ITA-Serie A,2324,Atalanta,Charles De Ketelaere,BEL,"FW,MF",22-346,2001,14.4,362,500,72.4,5511,1393,193,245,78.8,133,176,75.6,20,35,57.1,6,4.2,2.9,1.8,34,23,27,4,79
ITA-Serie A,2324,Atalanta,Davide Zappacosta,ITA,"DF,MF",31-253,1992,12.6,539,643,83.8,7986,2395,315,348,90.5,179,210,85.2,30,44,68.2,1,1.2,1.3,-0.2,12,27,18,9,46
ITA-Serie A,2324,Atalanta,Duván Zapata,COL,FW,32-324,1991,1.2,36,50,72.0,393,32,26,29,89.7,7,12,58.3,0,1,0.0,0,0.1,0.1,-0.1,2,0,1,0,3
ITA-Serie A,2324,Atalanta,El Bilal Touré,MLI,FW,22-139,2001,0.5,4,10,40.0,50,1,2,6,33.3,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Emil Holm,SWE,DF,23-282,2000,6.9,211,320,65.9,3093,1084,128,165,77.6,70,100,70.0,10,35,28.6,1,0.7,0.6,0.3,3,9,4,3,19
ITA-Serie A,2324,Atalanta,Gianluca Scamacca,ITA,FW,25-049,1999,9.6,167,249,67.1,3190,570,72,108,66.7,54,76,71.1,30,36,83.3,3,1.0,0.7,2.0,11,21,4,0,20
ITA-Serie A,2324,Atalanta,Giorgio Scalvini,ITA,DF,20-070,2003,19.8,917,1128,81.3,14985,5789,444,500,88.8,405,469,86.4,51,117,43.6,3,1.0,1.1,2.0,9,66,11,2,76
ITA-Serie A,2324,Atalanta,Giovanni Bonfanti,ITA,DF,21-033,2003,0.2,3,4,75.0,52,3,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Hans Hateboer,NED,DF,30-041,1994,5.3,217,267,81.3,3565,1151,118,128,92.2,73,92,79.3,19,27,70.4,1,1.2,0.7,-0.2,14,11,10,8,20
ITA-Serie A,2324,Atalanta,Isak Hien,SWE,DF,25-037,1999,0.6,19,21,90.5,420,66,1,1,100.0,17,19,89.5,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2
ITA-Serie A,2324,Atalanta,José Luis Palomino,ARG,DF,34-045,1990,0.3,25,32,78.1,513,194,8,10,80.0,12,14,85.7,4,7,57.1,0,0.0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2324,Atalanta,Juan Musso,ARG,GK,29-289,1994,10.0,259,343,75.5,6728,4550,50,50,100.0,139,141,98.6,69,149,46.3,0,0.0,0.0,0.0,0,3,0,0,0
ITA-Serie A,2324,Atalanta,Leonardo Mendicino,ITA,MF,17-239,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Luis Muriel,COL,"FW,MF",32-309,1991,4.5,170,241,70.5,2821,831,93,117,79.5,56,75,74.7,18,34,52.9,1,1.7,1.4,-0.7,15,17,11,5,24
ITA-Serie A,2324,Atalanta,Marco Carnesecchi,ITA,GK,23-233,2000,14.0,331,470,70.4,9591,6669,42,42,100.0,166,171,97.1,122,253,48.2,0,0.0,0.0,0.0,0,5,0,0,0
ITA-Serie A,2324,Atalanta,Mario Pašalić,CRO,"MF,FW",29-010,1995,11.9,442,517,85.5,7806,2187,203,222,91.4,194,218,89.0,40,56,71.4,3,2.6,1.7,0.4,17,33,13,0,54
ITA-Serie A,2324,Atalanta,Marten de Roon,NED,"MF,DF",32-327,1991,22.0,1095,1290,84.9,20493,6185,417,462,90.3,517,584,88.5,133,192,69.3,5,0.9,0.8,4.1,19,116,14,3,136
ITA-Serie A,2324,Atalanta,Matteo Ruggeri,ITA,DF,21-223,2002,19.4,918,1122,81.8,13879,4982,514,572,89.9,333,390,85.4,50,104,48.1,3,1.4,1.5,1.6,16,60,23,17,106
ITA-Serie A,2324,Atalanta,Michel Ndary Adopo,FRA,"MF,DF",23-215,2000,0.6,45,54,83.3,656,178,23,28,82.1,18,20,90.0,1,1,100.0,1,0.1,0.1,0.9,1,5,0,0,5
ITA-Serie A,2324,Atalanta,Mitchel Bakker,NED,DF,23-244,2000,2.7,103,136,75.7,1452,333,69,79,87.3,29,35,82.9,4,13,30.8,0,0.1,0.1,-0.1,2,7,0,0,7
ITA-Serie A,2324,Atalanta,Nadir Zortea,ITA,DF,24-245,1999,1.7,69,92,75.0,1150,484,35,39,89.7,25,30,83.3,8,14,57.1,0,0.3,0.2,-0.3,3,5,2,2,10
ITA-Serie A,2324,Atalanta,Rafael Tolói,ITA,DF,33-132,1990,5.0,225,274,82.1,3900,1307,101,110,91.8,106,122,86.9,15,33,45.5,0,0.0,0.1,0.0,1,18,1,0,19
ITA-Serie A,2324,Atalanta,Sead Kolašinac,BIH,DF,30-244,1993,18.1,824,974,84.6,12792,4468,438,477,91.8,336,380,88.4,32,68,47.1,0,1.0,0.5,-1.0,6,59,7,2,74
ITA-Serie A,2324,Atalanta,Teun Koopmeiners,NED,MF,25-356,1998,19.6,744,960,77.5,12802,4486,342,395,86.6,298,357,83.5,79,138,57.2,3,4.5,3.9,-1.5,46,89,29,13,118
ITA-Serie A,2324,Atalanta,Éderson,BRA,MF,24-227,1999,21.5,908,1100,82.5,16201,5716,384,440,87.3,424,468,90.6,85,130,65.4,1,1.1,1.7,-0.1,15,123,28,4,144
ITA-Serie A,2324,Bologna,Alexis Saelemaekers,BEL,"FW,MF",24-237,1999,12.9,485,631,76.9,7475,1959,268,308,87.0,147,189,77.8,45,76,59.2,1,1.4,2.1,-0.4,22,24,21,3,45
ITA-Serie A,2324,Bologna,Charalambos Lykogiannis,GRE,DF,30-120,1993,7.7,302,415,72.8,4844,1545,166,188,88.3,117,153,76.5,17,54,31.5,1,0.9,0.5,0.1,7,20,6,6,25
ITA-Serie A,2324,Bologna,Dan Ndoye,SUI,"FW,MF",23-117,2000,12.0,290,379,76.5,4423,873,158,184,85.9,85,110,77.3,26,40,65.0,1,1.5,0.8,-0.5,14,18,9,4,26
ITA-Serie A,2324,Bologna,Federico Ravaglia,ITA,GK,24-100,1999,3.0,95,115,82.6,1964,1120,33,33,100.0,51,52,98.1,11,30,36.7,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Giovanni Fabbian,ITA,"MF,FW",21-036,2003,7.8,136,181,75.1,1596,336,95,115,82.6,29,39,74.4,1,4,25.0,1,0.9,0.5,0.1,9,8,3,1,9
ITA-Serie A,2324,Bologna,Jens Odgaard,DEN,FW,24-325,1999,0.4,3,5,60.0,24,8,2,2,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2324,Bologna,Jesper Karlsson,SWE,FW,25-209,1998,3.5,92,137,67.2,1572,402,43,55,78.2,35,47,74.5,10,23,43.5,0,0.2,0.4,-0.2,4,8,7,1,16
ITA-Serie A,2324,Bologna,Jhon Lucumí,COL,DF,25-238,1998,12.1,868,932,93.1,15604,4972,347,363,95.6,428,442,96.8,78,100,78.0,0,0.3,0.2,-0.3,3,53,2,0,49
ITA-Serie A,2324,Bologna,Joshua Zirkzee,NED,FW,22-273,2001,22.3,509,667,76.3,6525,1316,317,394,80.5,116,149,77.9,25,35,71.4,3,3.1,1.6,-0.1,33,26,19,0,60
ITA-Serie A,2324,Bologna,Kacper Urbanski,POL,"FW,MF",19-165,2004,5.3,150,184,81.5,2261,459,84,93,90.3,46,56,82.1,10,16,62.5,0,0.3,0.5,-0.3,6,9,4,2,11
ITA-Serie A,2324,Bologna,Kevin Bonifazi,ITA,DF,27-276,1996,1.0,72,82,87.8,1259,518,36,37,97.3,28,31,90.3,7,11,63.6,0,0.0,0.0,0.0,0,3,0,0,1
ITA-Serie A,2324,Bologna,Lewis Ferguson,SCO,MF,24-179,1999,23.8,1205,1373,87.8,17192,3643,718,779,92.2,389,428,90.9,47,66,71.2,3,1.6,2.0,1.4,24,106,21,2,120
ITA-Serie A,2324,Bologna,Lorenzo De Silvestri,ITA,DF,35-272,1988,6.2,297,342,86.8,4603,1594,149,161,92.5,130,150,86.7,12,19,63.2,0,0.0,0.1,0.0,0,17,1,1,25
ITA-Serie A,2324,Bologna,Michel Aebischer,SUI,MF,27-044,1997,16.1,877,960,91.4,13965,4048,461,491,93.9,341,361,94.5,52,66,78.8,1,1.2,0.7,-0.2,9,76,8,1,86
ITA-Serie A,2324,Bologna,Nicolás Domínguez,ARG,MF,25-236,1998,1.1,83,92,90.2,1276,370,45,49,91.8,36,40,90.0,2,2,100.0,0,0.0,0.1,0.0,1,5,1,0,9
ITA-Serie A,2324,Bologna,Nikola Moro,CRO,MF,25-344,1998,7.7,362,445,81.3,6231,1505,175,201,87.1,145,168,86.3,34,48,70.8,0,0.3,0.3,-0.3,9,46,8,2,45
ITA-Serie A,2324,Bologna,Oussama El Azzouzi,MAR,MF,22-266,2001,3.3,205,228,89.9,3494,728,93,101,92.1,87,92,94.6,19,25,76.0,1,0.4,0.1,0.6,3,15,0,0,13
ITA-Serie A,2324,Bologna,Remo Freuler,SUI,MF,31-310,1992,17.7,977,1091,89.6,14459,3573,529,564,93.8,384,409,93.9,27,52,51.9,0,0.6,0.7,-0.6,9,67,6,0,87
ITA-Serie A,2324,Bologna,Riccardo Calafiori,ITA,DF,21-276,2002,18.4,1115,1244,89.6,19577,5913,465,498,93.4,550,587,93.7,83,113,73.5,2,0.6,0.6,1.4,10,74,4,1,64
ITA-Serie A,2324,Bologna,Riccardo Orsolini,ITA,"FW,MF",27-026,1997,13.5,341,506,67.4,5519,1413,194,224,86.6,90,150,60.0,41,79,51.9,1,2.0,2.0,-1.0,21,17,14,4,46
ITA-Serie A,2324,Bologna,Sam Beukema,NED,DF,25-094,1998,20.6,1309,1459,89.7,24293,8401,480,511,93.9,707,749,94.4,99,161,61.5,1,0.8,0.4,0.2,6,60,3,0,53
ITA-Serie A,2324,Bologna,Stefan Posch,AUT,DF,26-281,1997,16.9,1141,1380,82.7,18701,6645,563,602,93.5,485,534,90.8,69,169,40.8,2,0.9,0.8,1.1,14,93,15,7,81
ITA-Serie A,2324,Bologna,Sydney van Hooijdonk,NED,FW,24-013,2000,2.4,28,36,77.8,299,73,16,19,84.2,7,7,100.0,0,0,,0,0.1,0.0,-0.1,2,2,0,0,2
ITA-Serie A,2324,Bologna,Tommaso Corazza,ITA,DF,19-235,2004,1.6,81,98,82.7,1114,380,49,53,92.5,25,27,92.6,3,8,37.5,0,0.0,0.1,0.0,0,3,2,1,9
ITA-Serie A,2324,Bologna,Victor Bernth Kristiansen,DEN,DF,21-065,2002,15.7,851,1012,84.1,13165,4813,464,505,91.9,331,385,86.0,37,79,46.8,3,1.8,0.9,1.2,18,69,16,6,71
ITA-Serie A,2324,Bologna,Łukasz Skorupski,POL,GK,32-290,1991,22.0,568,720,78.9,13932,9844,148,150,98.7,270,273,98.9,147,293,50.2,0,0.0,0.0,0.0,0,3,0,0,1
ITA-Serie A,2324,Cagliari,Adam Obert,SVK,DF,21-180,2002,6.4,258,326,79.1,5172,1743,106,121,87.6,109,128,85.2,41,66,62.1,0,0.6,0.5,-0.6,4,21,6,5,23
ITA-Serie A,2324,Cagliari,Alberto Dossena,ITA,DF,25-129,1998,23.2,775,945,82.0,16530,5556,211,243,86.8,438,495,88.5,120,186,64.5,2,1.8,0.8,0.2,8,48,2,0,65
ITA-Serie A,2324,Cagliari,Alessandro Deiola,ITA,MF,28-202,1995,7.5,173,240,72.1,3296,980,81,97,83.5,62,82,75.6,27,49,55.1,0,0.5,0.3,-0.5,6,24,3,1,31
ITA-Serie A,2324,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",24-216,1999,2.6,76,123,61.8,1267,507,41,54,75.9,29,42,69.0,5,19,26.3,0,0.1,0.1,-0.1,3,4,4,3,8
ITA-Serie A,2324,Cagliari,Andrea Petagna,ITA,FW,28-234,1995,10.9,169,238,71.0,2449,422,95,123,77.2,51,72,70.8,13,18,72.2,1,1.0,1.1,0.0,18,10,5,0,14
ITA-Serie A,2324,Cagliari,Antoine Makoumbou,CGO,MF,25-216,1998,21.7,840,949,88.5,14819,3596,397,430,92.3,338,364,92.9,93,122,76.2,0,0.8,0.8,-0.8,11,85,13,2,101
ITA-Serie A,2324,Cagliari,Boris Radunović,SRB,GK,27-269,1996,7.0,169,222,76.1,5495,3933,24,24,100.0,68,70,97.1,77,128,60.2,0,0.0,0.0,0.0,0,9,0,0,0
ITA-Serie A,2324,Cagliari,Edoardo Goldaniga,ITA,DF,30-109,1993,11.2,438,553,79.2,9533,3744,116,132,87.9,251,284,88.4,68,130,52.3,0,0.1,0.4,-0.1,4,37,6,3,50
ITA-Serie A,2324,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28-235,1995,3.5,72,96,75.0,1015,242,43,55,78.2,24,27,88.9,3,7,42.9,2,1.0,0.6,1.0,7,7,3,1,10
ITA-Serie A,2324,Cagliari,Gabriele Zappa,ITA,DF,24-059,1999,20.1,747,1009,74.0,12786,6045,371,427,86.9,287,366,78.4,74,160,46.3,1,1.3,1.5,-0.3,18,62,19,14,73
ITA-Serie A,2324,Cagliari,Gaetano Oristanio,ITA,"FW,MF",21-144,2002,9.4,130,182,71.4,2216,644,74,85,87.1,34,51,66.7,17,30,56.7,1,0.8,0.8,0.2,10,14,7,3,23
ITA-Serie A,2324,Cagliari,Gianluca Gaetano,ITA,"MF,FW",23-290,2000,2.3,61,85,71.8,893,271,37,43,86.0,20,29,69.0,3,9,33.3,0,0.2,0.1,-0.2,5,12,2,0,10
ITA-Serie A,2324,Cagliari,Gianluca Lapadula,PER,FW,34-012,1990,5.7,55,81,67.9,709,30,37,49,75.5,13,15,86.7,2,6,33.3,0,0.2,0.2,-0.2,4,0,0,0,0
ITA-Serie A,2324,Cagliari,Ibrahim Sulemana,GHA,MF,20-273,2003,9.5,246,307,80.1,4442,800,112,126,88.9,102,114,89.5,29,51,56.9,0,0.1,0.1,-0.1,3,19,2,2,20
ITA-Serie A,2324,Cagliari,Jakub Jankto,CZE,"MF,FW",28-031,1996,6.6,112,180,62.2,1805,495,58,67,86.6,43,75,57.3,8,27,29.6,2,0.4,0.3,1.6,4,11,3,0,19
ITA-Serie A,2324,Cagliari,Leonardo Pavoletti,ITA,FW,35-085,1988,6.8,86,154,55.8,1265,349,52,79,65.8,27,50,54.0,4,8,50.0,1,0.3,0.3,0.7,7,12,4,0,16
ITA-Serie A,2324,Cagliari,Marco Mancosu,ITA,"MF,FW",35-181,1988,1.7,38,60,63.3,611,171,21,25,84.0,11,20,55.0,5,11,45.5,0,0.2,0.4,-0.2,2,4,4,1,8
ITA-Serie A,2324,Cagliari,Mateusz Wieteska,POL,DF,27-008,1997,7.7,285,352,81.0,5562,2590,101,110,91.8,154,179,86.0,29,55,52.7,1,0.6,0.3,0.4,5,16,4,1,21
ITA-Serie A,2324,Cagliari,Matteo Prati,ITA,MF,20-053,2003,16.7,442,595,74.3,7575,2206,193,228,84.6,210,259,81.1,31,74,41.9,0,0.4,0.8,-0.4,11,49,12,4,58
ITA-Serie A,2324,Cagliari,Nahitan Nández,URU,"MF,DF",28-053,1995,15.5,379,611,62.0,6573,2445,194,243,79.8,132,198,66.7,42,130,32.3,1,1.5,1.7,-0.5,26,28,25,10,57
ITA-Serie A,2324,Cagliari,Nicolas Viola,ITA,"MF,FW",34-130,1989,10.6,299,460,65.0,5738,2167,143,181,79.0,86,123,69.9,58,119,48.7,2,3.0,2.7,-1.0,28,28,10,4,43
ITA-Serie A,2324,Cagliari,Pantelis Hatzidiakos,GRE,DF,27-032,1997,7.1,247,302,81.8,4809,1911,89,92,96.7,122,143,85.3,34,56,60.7,0,0.0,0.1,0.0,1,24,2,1,24
ITA-Serie A,2324,Cagliari,Paulo Azzi,BRA,"DF,MF",29-219,1994,9.3,292,441,66.2,4531,1808,161,198,81.3,109,161,67.7,15,54,27.8,0,0.4,0.4,-0.4,8,19,10,6,31
ITA-Serie A,2324,Cagliari,Simone Scuffet,ITA,GK,27-264,1996,18.0,406,572,71.0,12096,9030,62,63,98.4,184,185,99.5,159,323,49.2,0,0.0,0.0,0.0,0,9,1,0,1
ITA-Serie A,2324,Cagliari,Tommaso Augello,ITA,DF,29-173,1994,15.9,593,847,70.0,10173,4279,277,317,87.4,260,358,72.6,52,133,39.1,1,1.5,1.6,-0.5,19,40,16,10,54
ITA-Serie A,2324,Cagliari,Yerry Mina,COL,DF,29-149,1994,2.5,128,150,85.3,2316,770,40,45,88.9,80,86,93.0,6,14,42.9,0,0.0,0.1,0.0,0,3,1,0,3
ITA-Serie A,2324,Cagliari,Zito Luvumbo,ANG,"FW,MF",21-347,2002,14.0,183,269,68.0,2901,546,91,113,80.5,73,103,70.9,10,24,41.7,3,2.3,2.2,0.7,18,7,16,14,13
ITA-Serie A,2324,Empoli,Alberto Cerri,ITA,FW,27-309,1996,3.2,33,67,49.3,435,62,22,39,56.4,10,17,58.8,1,1,100.0,0,0.1,0.2,-0.1,2,0,0,0,5
ITA-Serie A,2324,Empoli,Alberto Grassi,ITA,MF,28-349,1995,17.0,609,745,81.7,10486,3630,281,316,88.9,255,298,85.6,52,89,58.4,1,0.6,1.2,0.4,6,79,6,0,64
ITA-Serie A,2324,Empoli,Andrea Sodero,ITA,MF,19-196,2004,0.1,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Ardian Ismajli,ALB,DF,27-142,1996,16.3,676,797,84.8,13550,4908,201,222,90.5,398,431,92.3,74,122,60.7,0,0.1,0.2,-0.1,3,34,1,0,36
ITA-Serie A,2324,Empoli,Bartosz Bereszyński,POL,DF,31-222,1992,9.6,365,465,78.5,6055,2515,187,210,89.0,139,177,78.5,29,49,59.2,1,0.2,0.3,0.8,6,36,5,3,40
ITA-Serie A,2324,Empoli,Daniel Maldini,ITA,"FW,MF",22-131,2001,2.9,61,80,76.3,965,212,30,33,90.9,22,27,81.5,5,8,62.5,0,0.0,0.2,0.0,1,5,3,0,10
ITA-Serie A,2324,Empoli,Elia Caprile,ITA,GK,22-178,2001,10.0,233,329,70.8,6865,5311,26,27,96.3,116,117,99.1,91,184,49.5,0,0.0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2324,Empoli,Emmanuel Ekong,SWE,FW,21-239,2002,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
ITA-Serie A,2324,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30-039,1994,10.5,253,322,78.6,3669,1206,143,170,84.1,87,110,79.1,9,16,56.3,0,0.5,0.6,-0.5,6,11,12,3,28
ITA-Serie A,2324,Empoli,Etrit Berisha,ALB,GK,34-346,1989,14.0,339,494,68.6,8491,5766,73,73,100.0,184,188,97.9,81,228,35.5,0,0.0,0.0,0.0,0,6,0,0,0
ITA-Serie A,2324,Empoli,Filippo Ranocchia,ITA,"MF,DF",22-281,2001,5.3,152,216,70.4,2895,1062,61,73,83.6,66,80,82.5,21,51,41.2,0,0.5,1.0,-0.5,4,17,4,0,21
ITA-Serie A,2324,Empoli,Francesco Caputo,ITA,FW,36-197,1987,12.2,147,193,76.2,1894,335,82,103,79.6,37,42,88.1,8,13,61.5,0,0.7,0.7,-0.7,9,9,3,0,18
ITA-Serie A,2324,Empoli,Giacomo Corona,ITA,FW,19-360,2004,0.1,2,2,100.0,41,0,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Giuseppe Pezzella,ITA,DF,26-082,1997,3.7,205,252,81.3,3246,981,115,124,92.7,70,81,86.4,16,30,53.3,0,0.0,0.4,0.0,2,19,5,4,21
ITA-Serie A,2324,Empoli,Jacopo Fazzini,ITA,MF,20-340,2003,9.5,260,376,69.1,4217,1355,126,156,80.8,100,133,75.2,23,56,41.1,1,1.9,1.2,-0.9,18,20,6,2,33
ITA-Serie A,2324,Empoli,Liam Henderson,SCO,MF,27-300,1996,0.1,2,5,40.0,40,0,1,2,50.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Liberato Cacace,NZL,DF,23-145,2000,15.8,635,841,75.5,10395,4118,339,376,90.2,234,299,78.3,53,128,41.4,0,0.7,1.0,-0.7,13,49,12,5,61
ITA-Serie A,2324,Empoli,M'Baye Niang,SEN,FW,29-062,1994,0.7,16,21,76.2,250,106,7,11,63.6,7,8,87.5,1,1,100.0,1,0.6,0.0,0.4,1,4,0,0,4
ITA-Serie A,2324,Empoli,Matteo Cancellieri,ITA,"FW,MF",22-007,2002,13.4,158,278,56.8,2308,605,87,119,73.1,54,91,59.3,8,29,27.6,2,1.9,1.3,0.1,10,8,4,2,17
ITA-Serie A,2324,Empoli,Mattia Destro,ITA,"FW,MF",32-336,1991,2.4,25,37,67.6,332,28,14,19,73.7,10,14,71.4,0,0,,0,0.3,0.0,-0.3,2,2,0,0,2
ITA-Serie A,2324,Empoli,Nicolas Haas,SUI,MF,28-027,1996,1.0,46,51,90.2,865,312,20,21,95.2,21,21,100.0,5,6,83.3,0,0.0,0.0,0.0,0,7,1,0,6
ITA-Serie A,2324,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",23-053,2000,19.3,342,495,69.1,5370,1131,178,206,86.4,122,174,70.1,25,53,47.2,1,1.8,1.9,-0.8,21,11,18,9,46
ITA-Serie A,2324,Empoli,Roberto Piccoli,ITA,FW,23-023,2001,0.4,4,6,66.7,47,16,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2324,Empoli,Răzvan Marin,ROU,MF,27-272,1996,10.7,351,470,74.7,6171,1884,158,190,83.2,136,166,81.9,44,82,53.7,0,1.2,1.0,-1.2,15,30,6,2,35
ITA-Serie A,2324,Empoli,Samuele Perisan,ITA,GK,26-182,1997,1.0,27,34,79.4,551,340,10,10,100.0,11,11,100.0,5,12,41.7,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Sebastian Walukiewicz,POL,DF,23-320,2000,13.8,569,669,85.1,12037,4467,145,166,87.3,339,376,90.2,81,116,69.8,0,0.1,0.1,-0.1,3,36,2,0,33
